"participant_id","list_number","verb","verb_type","sentence_pair_id","sentence_1","sentence_2","same_sense","dissimilarity","response_time_ms"
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"kill","result","pair049","The team killed the rivals.","The mistake killed the proposal.",0,72,4206
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"fill","result","pair062","The festival filled the weekend.","The waiter filled the glass.",1,76,4296
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"bump","manner","pair064","The waiter bumped the table.","The ball bumped the couch.",0,22,4551
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"kill","result","pair057","The traveler killed the afternoon.","The team killed the rivals.",0,96,4923
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"fill","result","pair066","The love filled the void.","The festival filled the weekend.",0,74,4971
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"close","result","pair052","The author closed the chapter.","The presenter closed the speech.",1,30,3670
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"hit","manner","pair056","The idea hit the researcher.","The batter hit the ball.",1,80,3269
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"hit","manner","pair060","The traveler hit the delay.","The batter hit the ball.",0,21,4955
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"push","manner","pair059","The company pushed the product.","The shopper pushed the cart.",0,25,2956
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"fold","result","pair050","The founder folded the company.","The chef folded the eggs.",0,77,4549
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"bump","manner","pair058","The teacher bumped the deadline.","The dean bumped the meeting.",1,26,3318
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"cover","result","pair065","The snow covered the footprints.","The nurse covered the wound.",1,72,12167
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"clear","result","pair055","The hiker cleared the obstacle.","The worker cleared the rubble.",0,14,3814
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"pull","manner","pair061","The regulators pulled the product.","The climber pulled the rope.",0,19,2761
"954a6beb-bc19-4832-8cd5-ea4d418c59ab",1,"smear","manner","pair051","The article smeared the celebrity.","The baker smeared the frosting.",0,76,4339
"18db2b01-8096-4303-a852-cc79a999207f",16,"bump","manner","pair193","The dean bumped the meeting.","The waiter bumped the table.",1,91,12742
"18db2b01-8096-4303-a852-cc79a999207f",16,"cover","result","pair187","The writer covered the election.","The insurance covered the damage.",0,28,5753
"18db2b01-8096-4303-a852-cc79a999207f",16,"hit","manner","pair174","The traveler hit the delay.","The arrow hit the target.",1,90,3791
"18db2b01-8096-4303-a852-cc79a999207f",16,"push","manner","pair170","The athlete pushed the limit.","The shopper pushed the cart.",0,91,3377
"18db2b01-8096-4303-a852-cc79a999207f",16,"clear","result","pair178","The horse cleared the jump.","The waiter cleared the table.",0,90,3911
"18db2b01-8096-4303-a852-cc79a999207f",16,"shoot","manner","pair184","The hunter shot the deer.","The athlete shot the ball.",0,90,4695
"18db2b01-8096-4303-a852-cc79a999207f",16,"hit","manner","pair191","The hurricane hit the coastline.","The batter hit the ball.",0,14,3611
"18db2b01-8096-4303-a852-cc79a999207f",16,"cover","result","pair192","The policy covered the accident.","The insurance covered the damage.",1,6,4950
"18db2b01-8096-4303-a852-cc79a999207f",16,"kill","result","pair182","The mistake killed the proposal.","The criminal killed the victim.",1,92,3891
"18db2b01-8096-4303-a852-cc79a999207f",16,"pull","manner","pair175","The business pulled the service.","The advertisement pulled the customers.",0,93,5476
"18db2b01-8096-4303-a852-cc79a999207f",16,"fill","result","pair186","The donations filled the need.","The secretary filled the schedule.",0,96,4469
"18db2b01-8096-4303-a852-cc79a999207f",16,"clear","result","pair177","The officer cleared the request.","The worker cleared the rubble.",0,92,4179
"18db2b01-8096-4303-a852-cc79a999207f",16,"kill","result","pair188","The business killed the competition.","The team killed the rivals.",1,8,4786
"18db2b01-8096-4303-a852-cc79a999207f",16,"close","result","pair176","The executive closed the deal.","The chauffeur closed the door.",0,93,3338
"18db2b01-8096-4303-a852-cc79a999207f",16,"shoot","manner","pair181","The director shot the scene.","The hunter shot the deer.",0,97,3025
"18db2b01-8096-4303-a852-cc79a999207f",16,"push","manner","pair180","The politician pushed the policy.","The pilot pushed the button.",0,94,8528
"18db2b01-8096-4303-a852-cc79a999207f",16,"close","result","pair185","The baker closed the oven.","The chauffeur closed the door.",1,13,3923
"18db2b01-8096-4303-a852-cc79a999207f",16,"kill","result","pair171","The couple killed the evening.","The mistake killed the proposal.",0,86,10134
"18db2b01-8096-4303-a852-cc79a999207f",16,"pull","manner","pair189","The advertisement pulled the customers.","The climber pulled the rope.",0,94,3040
"18db2b01-8096-4303-a852-cc79a999207f",16,"fold","result","pair190","The manager folded the project.","The baker folded the flour.",0,92,3136
"18db2b01-8096-4303-a852-cc79a999207f",16,"hit","manner","pair179","The investor hit the goal.","The child hit the pillow.",0,91,2545
"18db2b01-8096-4303-a852-cc79a999207f",16,"break","result","pair172","The doctor broke the news.","The journalist broke the story.",1,8,2640
"18db2b01-8096-4303-a852-cc79a999207f",16,"open","result","pair183","The chairperson opened the meeting.","The teacher opened the window.",0,90,5907
"18db2b01-8096-4303-a852-cc79a999207f",16,"fold","result","pair173","The child folded the paper.","The chef folded the eggs.",0,9,3443
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"hit","manner","pair073","The arrow hit the target.","The solution hit the inventor.",0,69,7087
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"pull","manner","pair083","The regulators pulled the product.","The scandal pulled the reporters.",0,58,8767
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"bump","manner","pair079","The dean bumped the meeting.","The driver bumped the curb.",0,85,6087
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"fill","result","pair084","The festival filled the weekend.","The secretary filled the schedule.",1,18,13215
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"break","result","pair082","The journalist broke the story.","The burglar broke the window.",0,77,4191
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"smear","manner","pair068","The journalist smeared the business.","The baker smeared the frosting.",0,86,3832
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"shoot","manner","pair080","The photographer shot the wedding.","The robber shot the victim.",0,98,5543
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"push","manner","pair067","The company pushed the product.","The athlete pushed the limit.",0,34,8991
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"kill","result","pair071","The joke killed the evening.","The cat killed the mouse.",1,100,4223
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"hit","manner","pair074","The traveler hit the delay.","The idea hit the researcher.",0,90,5103
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"fold","result","pair072","The founder folded the company.","The child folded the paper.",0,91,5783
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"kill","result","pair081","The couple killed the evening.","The cat killed the mouse.",0,93,5152
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"hit","manner","pair076","The solution hit the inventor.","The batter hit the ball.",1,96,3480
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"kill","result","pair077","The business killed the competition.","The criminal killed the victim.",0,98,4583
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"clear","result","pair070","The hiker cleared the obstacle.","The officer cleared the request.",0,81,3247
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"break","result","pair069","The president broke the promise.","The journalist broke the story.",0,19,4472
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"close","result","pair075","The lawyer closed the case.","The baker closed the oven.",0,90,3775
"ed2cdde6-a03e-4e56-a288-9c668098a02d",13,"cover","result","pair078","The channel covered the story.","The policy covered the accident.",0,4,4367
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"hit","manner","pair206","The hurricane hit the coastline.","The idea hit the researcher.",0,100,4383
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"cover","result","pair205","The writer covered the election.","The nurse covered the wound.",0,100,3375
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"kill","result","pair194","The couple killed the evening.","The business killed the competition.",0,81,8183
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"push","manner","pair208","The politician pushed the policy.","The artwork pushed the boundaries.",0,70,9967
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"clear","result","pair202","The horse cleared the jump.","The bookkeeper cleared the payment.",0,100,3863
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"shoot","manner","pair200","The robber shot the victim.","The athlete shot the ball.",0,100,3615
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"fold","result","pair213","The manager folded the project.","The cleaner folded the clothes.",0,100,4167
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"break","result","pair209","The company broke the law.","The burglar broke the window.",0,100,5783
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"close","result","pair197","The executive closed the deal.","The presenter closed the speech.",0,73,7951
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"hit","manner","pair203","The investor hit the goal.","The solution hit the inventor.",0,100,7505
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"kill","result","pair195","The team killed the rivals.","The cat killed the mouse.",0,100,4800
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"close","result","pair207","The presenter closed the speech.","The baker closed the oven.",1,100,6375
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"push","manner","pair199","The artwork pushed the boundaries.","The shopper pushed the cart.",0,100,5263
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"open","result","pair210","The consultant opened the discussion.","The teacher opened the window.",0,100,9951
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"bump","manner","pair217","The teacher bumped the deadline.","The ball bumped the couch.",0,100,4880
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"pull","manner","pair204","The business pulled the service.","The regulators pulled the product.",1,77,7215
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"cover","result","pair211","The nurse covered the wound.","The policy covered the accident.",0,95,5735
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"fill","result","pair196","The farmer filled the bucket.","The waiter filled the glass.",1,57,8192
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"pull","manner","pair214","The scandal pulled the reporters.","The climber pulled the rope.",0,96,20887
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"fill","result","pair218","The love filled the void.","The waiter filled the glass.",0,93,3591
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"clear","result","pair215","The bookkeeper cleared the payment.","The worker cleared the rubble.",0,91,3375
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"kill","result","pair212","The traveler killed the afternoon.","The criminal killed the victim.",0,95,5430
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"shoot","manner","pair216","The director shot the scene.","The photographer shot the wedding.",1,22,6511
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"bump","manner","pair201","The gardener bumped the statue.","The driver bumped the curb.",0,49,9870
"4a4cac5c-3b47-49c2-8688-faeee0cc78fb",18,"fold","result","pair198","The cleaner folded the clothes.","The chef folded the eggs.",0,90,5550
"4b0597a0-3599-4498-bd70-001abc851832",0,"hit","manner","pair126","The arrow hit the target.","The batter hit the ball.",0,45,6465
"4b0597a0-3599-4498-bd70-001abc851832",0,"smear","manner","pair117","The article smeared the celebrity.","The artist smeared the paint.",0,96,5123
"4b0597a0-3599-4498-bd70-001abc851832",0,"cover","result","pair128","The snow covered the footprints.","The policy covered the accident.",0,88,4421
"4b0597a0-3599-4498-bd70-001abc851832",0,"close","result","pair118","The author closed the chapter.","The baker closed the oven.",1,79,4372
"4b0597a0-3599-4498-bd70-001abc851832",0,"cover","result","pair121","The writer covered the election.","The channel covered the story.",1,19,5577
"4b0597a0-3599-4498-bd70-001abc851832",0,"fill","result","pair120","The love filled the void.","The secretary filled the schedule.",0,96,5475
"4b0597a0-3599-4498-bd70-001abc851832",0,"bump","manner","pair129","The waiter bumped the table.","The driver bumped the curb.",0,28,5985
"4b0597a0-3599-4498-bd70-001abc851832",0,"kill","result","pair127","The traveler killed the afternoon.","The mistake killed the proposal.",0,52,8856
"4b0597a0-3599-4498-bd70-001abc851832",0,"clear","result","pair114","The bookkeeper cleared the payment.","The officer cleared the request.",1,43,6545
"4b0597a0-3599-4498-bd70-001abc851832",0,"kill","result","pair123","The team killed the rivals.","The joke killed the evening.",0,60,5713
"4b0597a0-3599-4498-bd70-001abc851832",0,"break","result","pair110","The company broke the law.","The doctor broke the news.",0,99,4828
"4b0597a0-3599-4498-bd70-001abc851832",0,"hit","manner","pair122","The investor hit the goal.","The arrow hit the target.",1,60,5203
"4b0597a0-3599-4498-bd70-001abc851832",0,"hit","manner","pair125","The child hit the pillow.","The batter hit the ball.",1,41,5346
"4b0597a0-3599-4498-bd70-001abc851832",0,"bump","manner","pair116","The teacher bumped the deadline.","The waiter bumped the table.",1,92,4163
"4b0597a0-3599-4498-bd70-001abc851832",0,"fold","result","pair113","The cleaner folded the clothes.","The child folded the paper.",1,46,6011
"4b0597a0-3599-4498-bd70-001abc851832",0,"push","manner","pair112","The artwork pushed the boundaries.","The athlete pushed the limit.",1,44,4858
"4b0597a0-3599-4498-bd70-001abc851832",0,"pull","manner","pair124","The regulators pulled the product.","The worker pulled the lever.",0,85,4872
"4b0597a0-3599-4498-bd70-001abc851832",0,"fill","result","pair111","The secretary filled the schedule.","The farmer filled the bucket.",1,85,4269
"4b0597a0-3599-4498-bd70-001abc851832",0,"shoot","manner","pair119","The photographer shot the wedding.","The technician shot the fireworks.",0,86,5070
"4b0597a0-3599-4498-bd70-001abc851832",0,"close","result","pair115","The executive closed the deal.","The lawyer closed the case.",1,44,4373
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"pull","manner","pair124","The regulators pulled the product.","The worker pulled the lever.",0,100,4687
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"fill","result","pair120","The love filled the void.","The secretary filled the schedule.",0,100,5770
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"bump","manner","pair116","The teacher bumped the deadline.","The waiter bumped the table.",1,99,5956
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"fold","result","pair113","The cleaner folded the clothes.","The child folded the paper.",1,33,3790
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"shoot","manner","pair119","The photographer shot the wedding.","The technician shot the fireworks.",0,100,4749
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"break","result","pair110","The company broke the law.","The doctor broke the news.",0,100,3300
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"hit","manner","pair122","The investor hit the goal.","The arrow hit the target.",1,37,4604
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"bump","manner","pair129","The waiter bumped the table.","The driver bumped the curb.",0,96,4349
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"cover","result","pair128","The snow covered the footprints.","The policy covered the accident.",0,100,4938
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"kill","result","pair127","The traveler killed the afternoon.","The mistake killed the proposal.",0,7,18566
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"hit","manner","pair125","The child hit the pillow.","The batter hit the ball.",1,64,4226
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"push","manner","pair112","The artwork pushed the boundaries.","The athlete pushed the limit.",1,52,5300
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"cover","result","pair121","The writer covered the election.","The channel covered the story.",1,2,7704
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"close","result","pair118","The author closed the chapter.","The baker closed the oven.",1,99,2957
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"clear","result","pair114","The bookkeeper cleared the payment.","The officer cleared the request.",1,5,7067
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"kill","result","pair123","The team killed the rivals.","The joke killed the evening.",0,90,3042
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"hit","manner","pair126","The arrow hit the target.","The batter hit the ball.",0,17,3833
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"smear","manner","pair117","The article smeared the celebrity.","The artist smeared the paint.",0,94,3840
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"close","result","pair115","The executive closed the deal.","The lawyer closed the case.",1,13,4815
"7c995f4c-a58f-4b86-802e-474c617cbdcd",10,"fill","result","pair111","The secretary filled the schedule.","The farmer filled the bucket.",1,98,3695
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"break","result","pair135","The journalist broke the story.","The guest broke the plate.",0,100,5323
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"clear","result","pair131","The hiker cleared the obstacle.","The waiter cleared the table.",0,74,7762
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"fold","result","pair141","The founder folded the company.","The baker folded the flour.",0,100,7681
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"shoot","manner","pair142","The photographer shot the wedding.","The hunter shot the deer.",0,100,3066
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"bump","manner","pair148","The waiter bumped the table.","The gardener bumped the statue.",1,4,7895
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"pull","manner","pair130","The regulators pulled the product.","The advertisement pulled the customers.",0,100,6478
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"cover","result","pair134","The channel covered the story.","The insurance covered the damage.",0,100,4371
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"hit","manner","pair138","The traveler hit the delay.","The child hit the pillow.",0,100,4784
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"kill","result","pair132","The business killed the competition.","The cat killed the mouse.",0,100,3411
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"hit","manner","pair145","The arrow hit the target.","The idea hit the researcher.",0,99,5121
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"kill","result","pair144","The traveler killed the afternoon.","The business killed the competition.",0,99,10948
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"hit","manner","pair139","The idea hit the researcher.","The child hit the pillow.",1,100,7012
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"push","manner","pair137","The company pushed the product.","The pilot pushed the button.",0,99,3726
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"close","result","pair147","The lawyer closed the case.","The chauffeur closed the door.",0,100,4612
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"break","result","pair143","The president broke the promise.","The burglar broke the window.",0,100,3778
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"smear","manner","pair136","The journalist smeared the business.","The artist smeared the paint.",0,100,4386
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"fill","result","pair133","The festival filled the weekend.","The farmer filled the bucket.",1,100,5076
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"kill","result","pair146","The criminal killed the victim.","The cat killed the mouse.",1,49,7146
"8959ab66-566d-4819-9f44-13cc6ca45038",12,"fill","result","pair140","The love filled the void.","The donations filled the need.",1,100,7671
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"open","result","pair096","The consultant opened the discussion.","The farmer opened the gate.",0,69,2857
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"bump","manner","pair099","The ball bumped the couch.","The driver bumped the curb.",1,66,2416
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"hit","manner","pair108","The traveler hit the delay.","The investor hit the goal.",1,78,4571
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"bump","manner","pair103","The teacher bumped the deadline.","The driver bumped the curb.",0,82,2849
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"clear","result","pair095","The horse cleared the jump.","The officer cleared the request.",0,76,3674
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"cover","result","pair098","The writer covered the election.","The policy covered the accident.",0,69,3730
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"fold","result","pair091","The child folded the paper.","The baker folded the flour.",0,82,2681
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"cover","result","pair105","The nurse covered the wound.","The insurance covered the damage.",0,75,2280
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"hit","manner","pair087","The hurricane hit the coastline.","The child hit the pillow.",0,86,3777
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"pull","manner","pair097","The business pulled the service.","The scandal pulled the reporters.",0,78,1767
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"shoot","manner","pair089","The director shot the scene.","The robber shot the victim.",0,81,2065
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"clear","result","pair085","The officer cleared the request.","The waiter cleared the table.",0,81,3690
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"fold","result","pair104","The manager folded the project.","The child folded the paper.",0,83,2160
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"shoot","manner","pair106","The robber shot the victim.","The technician shot the fireworks.",0,69,2968
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"close","result","pair107","The presenter closed the speech.","The chauffeur closed the door.",1,74,2753
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"push","manner","pair094","The athlete pushed the limit.","The pilot pushed the button.",0,84,2985
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"push","manner","pair088","The politician pushed the policy.","The athlete pushed the limit.",0,92,3288
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"hit","manner","pair093","The investor hit the goal.","The idea hit the researcher.",0,65,4093
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"pull","manner","pair092","The scandal pulled the reporters.","The worker pulled the lever.",0,79,4122
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"close","result","pair102","The executive closed the deal.","The baker closed the oven.",0,75,2512
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"kill","result","pair101","The traveler killed the afternoon.","The cat killed the mouse.",0,74,3008
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"fill","result","pair086","The donations filled the need.","The festival filled the weekend.",0,78,1856
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"break","result","pair100","The company broke the law.","The guest broke the plate.",0,24,3344
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"kill","result","pair109","The mistake killed the proposal.","The joke killed the evening.",1,63,3193
"aaccda52-9523-40a9-bf0a-2e5c7977b83c",7,"kill","result","pair090","The couple killed the evening.","The team killed the rivals.",0,66,2296
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"kill","result","pair188","The business killed the competition.","The team killed the rivals.",1,72,4238
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"bump","manner","pair193","The dean bumped the meeting.","The waiter bumped the table.",1,83,4406
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"fold","result","pair190","The manager folded the project.","The baker folded the flour.",0,85,5504
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"cover","result","pair192","The policy covered the accident.","The insurance covered the damage.",1,1,16046
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"push","manner","pair180","The politician pushed the policy.","The pilot pushed the button.",0,82,3449
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"pull","manner","pair189","The advertisement pulled the customers.","The climber pulled the rope.",0,74,10794
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"close","result","pair176","The executive closed the deal.","The chauffeur closed the door.",0,80,4866
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"fold","result","pair173","The child folded the paper.","The chef folded the eggs.",0,81,3825
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"pull","manner","pair175","The business pulled the service.","The advertisement pulled the customers.",0,51,9273
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"push","manner","pair170","The athlete pushed the limit.","The shopper pushed the cart.",0,68,6694
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"shoot","manner","pair184","The hunter shot the deer.","The athlete shot the ball.",0,75,2815
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"cover","result","pair187","The writer covered the election.","The insurance covered the damage.",0,70,5172
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"close","result","pair185","The baker closed the oven.","The chauffeur closed the door.",1,6,2596
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"fill","result","pair186","The donations filled the need.","The secretary filled the schedule.",0,54,5103
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"kill","result","pair182","The mistake killed the proposal.","The criminal killed the victim.",1,84,4763
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"kill","result","pair171","The couple killed the evening.","The mistake killed the proposal.",0,53,6312
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"hit","manner","pair191","The hurricane hit the coastline.","The batter hit the ball.",0,22,5872
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"shoot","manner","pair181","The director shot the scene.","The hunter shot the deer.",0,76,3234
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"hit","manner","pair179","The investor hit the goal.","The child hit the pillow.",0,57,3163
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"break","result","pair172","The doctor broke the news.","The journalist broke the story.",1,4,4024
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"open","result","pair183","The chairperson opened the meeting.","The teacher opened the window.",0,72,5084
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"hit","manner","pair174","The traveler hit the delay.","The arrow hit the target.",1,44,5182
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"clear","result","pair178","The horse cleared the jump.","The waiter cleared the table.",0,57,4259
"fbcfdea8-165e-4f1d-a247-9d514be1054e",6,"clear","result","pair177","The officer cleared the request.","The worker cleared the rubble.",0,60,7760
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"cover","result","pair078","The channel covered the story.","The policy covered the accident.",0,80,10672
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"push","manner","pair067","The company pushed the product.","The athlete pushed the limit.",0,82,7363
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"hit","manner","pair076","The solution hit the inventor.","The batter hit the ball.",1,86,6263
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"clear","result","pair070","The hiker cleared the obstacle.","The officer cleared the request.",0,87,7274
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"hit","manner","pair073","The arrow hit the target.","The solution hit the inventor.",0,86,6728
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"bump","manner","pair079","The dean bumped the meeting.","The driver bumped the curb.",0,86,10948
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"break","result","pair069","The president broke the promise.","The journalist broke the story.",0,88,6244
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"hit","manner","pair074","The traveler hit the delay.","The idea hit the researcher.",0,91,13595
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"pull","manner","pair083","The regulators pulled the product.","The scandal pulled the reporters.",0,83,8444
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"kill","result","pair081","The couple killed the evening.","The cat killed the mouse.",0,87,5515
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"close","result","pair075","The lawyer closed the case.","The baker closed the oven.",0,89,7440
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"fill","result","pair084","The festival filled the weekend.","The secretary filled the schedule.",1,77,6030
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"fold","result","pair072","The founder folded the company.","The child folded the paper.",0,91,3922
"ef6209c2-f275-4ba6-8765-15df3618d119",13,"break","result","pair082","The journalist broke the story.","The burglar broke the window.",0,88,5158
