"discourse","annotator","predicate","rating","embedding","modal_type","factive","genre"
"BNC-2165","A1GXFMAC759VRM","understand",3,"negation","none","yes","BNC"
"BNC-2165","A2EOOF9D135HQ1","understand",3,"negation","none","yes","BNC"
"BNC-2165","AFHRMJIHMGLDE","understand",3,"negation","none","yes","BNC"
"BNC-2175","A125KW9P18V5Z1","admit",1,"question","none","no","BNC"
"BNC-2175","A5EU1AQJNC7F2","admit",2,"question","none","no","BNC"
"BNC-2175","A2AMQX0BQZXG9N","admit",3,"question","none","no","BNC"
"BNC-2175","A36SM7QM8OK3H6","admit",1,"question","none","no","BNC"
"BNC-2175","A1GXFMAC759VRM","admit",1,"question","none","no","BNC"
"BNC-2175","A1X94LTZZQMHTP","admit",-2,"question","none","no","BNC"
"BNC-2175","A2YCMT5BPA0AG9","admit",-1,"question","none","no","BNC"
"BNC-2175","A1MJVTR0PCKBWW","admit",1,"question","none","no","BNC"
"BNC-2175","A24LC97AU3QC7G","admit",-1,"question","none","no","BNC"
"BNC-2180","A25YG9M911WA3T","assume",1,"question","none","no","BNC"
"BNC-2180","A1945USNZHTROX","assume",-3,"question","none","no","BNC"
"BNC-2180","A3609GDWR2JCCA","assume",-3,"question","none","no","BNC"
"BNC-2180","A2BA9Y6VGW6WS1","assume",-2,"question","none","no","BNC"
"BNC-2180","AJRY9ALX8069Y","assume",1,"question","none","no","BNC"
"BNC-2180","A1GXFMAC759VRM","assume",-3,"question","none","no","BNC"
"BNC-2180","A36SM7QM8OK3H6","assume",-3,"question","none","no","BNC"
"BNC-2180","AFN5VMMGYPF1I","assume",0,"question","none","no","BNC"
"BNC-2180","A150GMV1YQWWB3","assume",-3,"question","none","no","BNC"
"BNC-2182","A28HB7240OFGEW","assume",0,"question","none","no","BNC"
"BNC-2182","AFUX7IUQOE0NA","assume",0,"question","none","no","BNC"
"BNC-2182","A2LMQ4497NMK3S","assume",0,"question","none","no","BNC"
"BNC-2182","A2541C8MY0BYV3","assume",0,"question","none","no","BNC"
"BNC-2182","ANVAFB99K5RKP","assume",0,"question","none","no","BNC"
"BNC-2182","A3LC6M2EMDBBXP","assume",-1,"question","none","no","BNC"
"BNC-2182","A24LC97AU3QC7G","assume",0,"question","none","no","BNC"
"BNC-2182","A36SM7QM8OK3H6","assume",0,"question","none","no","BNC"
"BNC-2185","A240OTT1T85UGT","believe",-1,"question","none","no","BNC"
"BNC-2185","A3SGZ8OQXW5TQD","believe",-2,"question","none","no","BNC"
"BNC-2185","A1NM7ZPZ3NH412","believe",-2,"question","none","no","BNC"
"BNC-2185","A2OVX9UW5WANQE","believe",-3,"question","none","no","BNC"
"BNC-2185","A1MJVTR0PCKBWW","believe",-1,"question","none","no","BNC"
"BNC-2185","A5EU1AQJNC7F2","believe",-2,"question","none","no","BNC"
"BNC-2185","A1GXFMAC759VRM","believe",-2,"question","none","no","BNC"
"BNC-2185","A1PT63J40GNSZF","believe",-1,"question","none","no","BNC"
"BNC-2185","A36SM7QM8OK3H6","believe",-3,"question","none","no","BNC"
"BNC-2186","A149ROBL26JWPJ","believe",-2,"question","none","no","BNC"
"BNC-2186","A17PAQSQ74L915","believe",-2,"question","none","no","BNC"
"BNC-2186","A27MJOV91GA8R3","believe",0,"question","none","no","BNC"
"BNC-2186","A2WCXJZEXXR60A","believe",0,"question","none","no","BNC"
"BNC-2186","A1NM7ZPZ3NH412","believe",-1,"question","none","no","BNC"
"BNC-2186","AZMOA8ONG0D2U","believe",0,"question","none","no","BNC"
"BNC-2186","A1X258MWJFEMTW","believe",1,"question","none","no","BNC"
"BNC-2186","A1MJVTR0PCKBWW","believe",-2,"question","none","no","BNC"
"BNC-2186","A1GXFMAC759VRM","believe",-2,"question","none","no","BNC"
"BNC-2191","A27MJOV91GA8R3","believe",-2,"question","none","no","BNC"
"BNC-2191","A240OTT1T85UGT","believe",-3,"question","none","no","BNC"
"BNC-2191","A1NM7ZPZ3NH412","believe",-2,"question","none","no","BNC"
"BNC-2191","A2OVX9UW5WANQE","believe",-2,"question","none","no","BNC"
"BNC-2191","A2AMQX0BQZXG9N","believe",-3,"question","none","no","BNC"
"BNC-2191","A1MJVTR0PCKBWW","believe",-3,"question","none","no","BNC"
"BNC-2191","A1GXFMAC759VRM","believe",-3,"question","none","no","BNC"
"BNC-2191","A36SM7QM8OK3H6","believe",-3,"question","none","no","BNC"
"BNC-2191","AZMOA8ONG0D2U","believe",0,"question","none","no","BNC"
"BNC-2192","A1945USNZHTROX","believe",-3,"question","none","no","BNC"
"BNC-2192","A240OTT1T85UGT","believe",0,"question","none","no","BNC"
"BNC-2192","A3QAHF4UUBM7ZO","believe",0,"question","none","no","BNC"
"BNC-2192","A2NT3OQZUUZPEO","believe",-1,"question","none","no","BNC"
"BNC-2192","A75XDPFNICR3T","believe",0,"question","none","no","BNC"
"BNC-2192","A1GXFMAC759VRM","believe",0,"question","none","no","BNC"
"BNC-2192","A36SM7QM8OK3H6","believe",-3,"question","none","no","BNC"
"BNC-2192","A1MJVTR0PCKBWW","believe",0,"question","none","no","BNC"
"BNC-2192","A150GMV1YQWWB3","believe",-3,"question","none","no","BNC"
"BNC-2203","A1MJVTR0PCKBWW","believe",2,"question","none","no","BNC"
"BNC-2203","A2WC2NO555XU3J","believe",0,"question","none","no","BNC"
"BNC-2203","A1NM7ZPZ3NH412","believe",2,"question","none","no","BNC"
"BNC-2203","A25YG9M911WA3T","believe",0,"question","none","no","BNC"
"BNC-2203","A36SM7QM8OK3H6","believe",1,"question","none","no","BNC"
"BNC-2203","A1GXFMAC759VRM","believe",2,"question","none","no","BNC"
"BNC-2203","A2AMQX0BQZXG9N","believe",0,"question","none","no","BNC"
"BNC-2203","A150GMV1YQWWB3","believe",0,"question","none","no","BNC"
"BNC-2203","A3UEJQ4EJB9DBD","believe",-2,"question","none","no","BNC"
"BNC-2227","A1DIGREVLNOXT3","feel",-3,"question","none","no","BNC"
"BNC-2227","A1945USNZHTROX","feel",-3,"question","none","no","BNC"
"BNC-2227","A25YG9M911WA3T","feel",-2,"question","none","no","BNC"
"BNC-2227","A150GMV1YQWWB3","feel",-2,"question","none","no","BNC"
"BNC-2227","A1GXFMAC759VRM","feel",-2,"question","none","no","BNC"
"BNC-2227","A36SM7QM8OK3H6","feel",-2,"question","none","no","BNC"
"BNC-2227","A1MJVTR0PCKBWW","feel",-2,"question","none","no","BNC"
"BNC-2227","A3GZYWA9S6J0K9","feel",-2,"question","none","no","BNC"
"BNC-2229","A1MJVTR0PCKBWW","feel",1,"question","none","no","BNC"
"BNC-2229","A1GXFMAC759VRM","feel",1,"question","none","no","BNC"
"BNC-2229","A5EU1AQJNC7F2","feel",1,"question","none","no","BNC"
"BNC-2229","A18GLXN59JTX9F","feel",2,"question","none","no","BNC"
"BNC-2229","AVI7K876BV3QL","feel",0,"question","none","no","BNC"
"BNC-2229","A2HHKBW8HQWI66","feel",1,"question","none","no","BNC"
"BNC-2229","A2P065E9CYMYJL","feel",1,"question","none","no","BNC"
"BNC-2229","A37XJVQF62ZYC","feel",1,"question","none","no","BNC"
"BNC-2229","A1X94LTZZQMHTP","feel",2,"question","none","no","BNC"
"BNC-2237","A1Q0N5H1DXMK0V","find",3,"question","none","yes","BNC"
"BNC-2237","A1GXFMAC759VRM","find",3,"question","none","yes","BNC"
"BNC-2237","A1DIGREVLNOXT3","find",3,"question","none","yes","BNC"
"BNC-2237","A2OVX9UW5WANQE","find",3,"question","none","yes","BNC"
"BNC-2237","A36SM7QM8OK3H6","find",3,"question","none","yes","BNC"
"BNC-2237","A2NT3OQZUUZPEO","find",0,"question","none","yes","BNC"
"BNC-2237","A1MJVTR0PCKBWW","find",-1,"question","none","yes","BNC"
"BNC-2237","A207149DHAS89K","find",-3,"question","none","yes","BNC"
"BNC-2239","A207149DHAS89K","find",3,"question","none","yes","BNC"
"BNC-2239","A36MTY8RSWBZU7","find",0,"question","none","yes","BNC"
"BNC-2239","A36SM7QM8OK3H6","find",2,"question","none","yes","BNC"
"BNC-2239","A3GPTSDDHJ2DBV","find",3,"question","none","yes","BNC"
"BNC-2239","A25YG9M911WA3T","find",3,"question","none","yes","BNC"
"BNC-2239","A1945USNZHTROX","find",3,"question","none","yes","BNC"
"BNC-2239","A150GMV1YQWWB3","find",2,"question","none","yes","BNC"
"BNC-2239","A1GXFMAC759VRM","find",2,"question","none","yes","BNC"
"BNC-2239","A1MJVTR0PCKBWW","find",2,"question","none","yes","BNC"
"BNC-2242","A34930YXVQ8SUT","forget",3,"question","none","yes","BNC"
"BNC-2242","A1UWJTUVGAAF6D","forget",2,"question","none","yes","BNC"
"BNC-2242","A1GXFMAC759VRM","forget",3,"question","none","yes","BNC"
"BNC-2242","A36SM7QM8OK3H6","forget",3,"question","none","yes","BNC"
"BNC-2242","A25YG9M911WA3T","forget",3,"question","none","yes","BNC"
"BNC-2242","A150GMV1YQWWB3","forget",3,"question","none","yes","BNC"
"BNC-2242","A2OVX9UW5WANQE","forget",3,"question","none","yes","BNC"
"BNC-2242","A1945USNZHTROX","forget",3,"question","none","yes","BNC"
"BNC-2244","AC5UD8N187QD6","forget",3,"question","none","yes","BNC"
"BNC-2244","A36SM7QM8OK3H6","forget",3,"question","none","yes","BNC"
"BNC-2244","A28AX4H70DPKKK","forget",3,"question","none","yes","BNC"
"BNC-2244","A1MJVTR0PCKBWW","forget",3,"question","none","yes","BNC"
"BNC-2244","A32TGAK321JDFF","forget",3,"question","none","yes","BNC"
"BNC-2244","A1GXFMAC759VRM","forget",3,"question","none","yes","BNC"
"BNC-2244","A2CJYS92WX7HN6","forget",3,"question","none","yes","BNC"
"BNC-2244","A3DFJV1RD653DQ","forget",3,"question","none","yes","BNC"
"BNC-2244","A1IXH2QLUU5BKZ","forget",2,"question","none","yes","BNC"
"BNC-2252","A1HKCTDOTL6C9I","hear",0,"question","none","no","BNC"
"BNC-2252","A1F9KLZGHE9DTA","hear",2,"question","none","no","BNC"
"BNC-2252","A23KAJRDVCVGOE","hear",1,"question","none","no","BNC"
"BNC-2252","AT5NKCNE7LOAZ","hear",2,"question","none","no","BNC"
"BNC-2252","A1TARNH07A75CG","hear",-3,"question","none","no","BNC"
"BNC-2252","A24F1UPER626KR","hear",0,"question","none","no","BNC"
"BNC-2252","A1GXFMAC759VRM","hear",2,"question","none","no","BNC"
"BNC-2252","AVI7K876BV3QL","hear",0,"question","none","no","BNC"
"BNC-2258","A4IH4CO046EV3","hope",0,"question","none","no","BNC"
"BNC-2258","A1RT9SQ9D9DLOV","hope",0,"question","none","no","BNC"
"BNC-2258","A3VVR8NR3ED04C","hope",0,"question","none","no","BNC"
"BNC-2258","A25YG9M911WA3T","hope",0,"question","none","no","BNC"
"BNC-2258","A36SM7QM8OK3H6","hope",1,"question","none","no","BNC"
"BNC-2258","A2541C8MY0BYV3","hope",1,"question","none","no","BNC"
"BNC-2258","A1GXFMAC759VRM","hope",0,"question","none","no","BNC"
"BNC-2258","A1MJVTR0PCKBWW","hope",3,"question","none","no","BNC"
"BNC-2263","A3VVR8NR3ED04C","hope",0,"question","none","no","BNC"
"BNC-2263","A25YG9M911WA3T","hope",-1,"question","none","no","BNC"
"BNC-2263","A1GXFMAC759VRM","hope",0,"question","none","no","BNC"
"BNC-2263","A2ET3KM3IE33MM","hope",-2,"question","none","no","BNC"
"BNC-2263","A2541C8MY0BYV3","hope",1,"question","none","no","BNC"
"BNC-2263","A9YFIKDWDS4N4","hope",0,"question","none","no","BNC"
"BNC-2263","AUAN582MLI96N","hope",0,"question","none","no","BNC"
"BNC-2263","AY7WPVKHVNBLG","hope",0,"question","none","no","BNC"
"BNC-2263","A36SM7QM8OK3H6","hope",0,"question","none","no","BNC"
"BNC-2266","A39Q4SNT7SRK94","imagine",0,"question","none","no","BNC"
"BNC-2266","A1NM7ZPZ3NH412","imagine",-1,"question","none","no","BNC"
"BNC-2266","A2OVX9UW5WANQE","imagine",-3,"question","none","no","BNC"
"BNC-2266","A5EU1AQJNC7F2","imagine",0,"question","none","no","BNC"
"BNC-2266","A36SM7QM8OK3H6","imagine",-2,"question","none","no","BNC"
"BNC-2266","A2YGAEODJ5SSF6","imagine",-3,"question","none","no","BNC"
"BNC-2266","A5TI9UQEPLNWI","imagine",-3,"question","none","no","BNC"
"BNC-2266","A18LPAFMK1B06K","imagine",-2,"question","none","no","BNC"
"BNC-2266","A16SAB417Y96G4","imagine",0,"question","none","no","BNC"
"BNC-227","A25YG9M911WA3T","know",3,"question","none","yes","BNC"
"BNC-227","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-227","AFN5VMMGYPF1I","know",3,"question","none","yes","BNC"
"BNC-227","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-227","A16SAB417Y96G4","know",2,"question","none","yes","BNC"
"BNC-227","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-227","A3W6T1WDYXMR3","know",3,"question","none","yes","BNC"
"BNC-227","A2OVX9UW5WANQE","know",3,"question","none","yes","BNC"
"BNC-2295","A3609GDWR2JCCA","insist",-3,"question","none","no","BNC"
"BNC-2295","A35C12CR628WKD","insist",-3,"question","none","no","BNC"
"BNC-2295","A3LJ2FHESYV9QQ","insist",-3,"question","none","no","BNC"
"BNC-2295","A24LC97AU3QC7G","insist",-3,"question","none","no","BNC"
"BNC-2295","A3TY2K1HBA19PO","insist",0,"question","none","no","BNC"
"BNC-2295","A1945USNZHTROX","insist",-3,"question","none","no","BNC"
"BNC-2295","A2541C8MY0BYV3","insist",3,"question","none","no","BNC"
"BNC-2295","A25YG9M911WA3T","insist",-3,"question","none","no","BNC"
"BNC-2295","A36SM7QM8OK3H6","insist",-3,"question","none","no","BNC"
"BNC-2296","A1945USNZHTROX","insist",1,"question","none","no","BNC"
"BNC-2296","A1GXFMAC759VRM","insist",-1,"question","none","no","BNC"
"BNC-2296","AFN5VMMGYPF1I","insist",3,"question","none","no","BNC"
"BNC-2296","A2A0DKZ4Y9I6OV","insist",-1,"question","none","no","BNC"
"BNC-2296","ASI2B6A3Y556Z","insist",2,"question","none","no","BNC"
"BNC-2296","A25YG9M911WA3T","insist",0,"question","none","no","BNC"
"BNC-2296","A36SM7QM8OK3H6","insist",-2,"question","none","no","BNC"
"BNC-2296","A3L2UB07EZJAMD","insist",-3,"question","none","no","BNC"
"BNC-2307","A2541C8MY0BYV3","know",0,"question","none","yes","BNC"
"BNC-2307","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2307","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2307","A150GMV1YQWWB3","know",2,"question","none","yes","BNC"
"BNC-2307","A3U761PEG7MFKT","know",-1,"question","none","yes","BNC"
"BNC-2307","A3GPTSDDHJ2DBV","know",2,"question","none","yes","BNC"
"BNC-2307","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-2307","A25YG9M911WA3T","know",3,"question","none","yes","BNC"
"BNC-2313","A2541C8MY0BYV3","know",0,"question","EP","yes","BNC"
"BNC-2313","A110KENBXU7SUJ","know",0,"question","EP","yes","BNC"
"BNC-2313","AC5UD8N187QD6","know",0,"question","EP","yes","BNC"
"BNC-2313","A3GPTSDDHJ2DBV","know",1,"question","EP","yes","BNC"
"BNC-2313","A1GXFMAC759VRM","know",0,"question","EP","yes","BNC"
"BNC-2313","A36SM7QM8OK3H6","know",0,"question","EP","yes","BNC"
"BNC-2313","AFN5VMMGYPF1I","know",0,"question","EP","yes","BNC"
"BNC-2313","A3FPXLLF0B8CIC","know",0,"question","EP","yes","BNC"
"BNC-232","A2YGAEODJ5SSF6","learn",0,"conditional","none","yes","BNC"
"BNC-232","AC5UD8N187QD6","learn",2,"conditional","none","yes","BNC"
"BNC-232","A1NM7ZPZ3NH412","learn",0,"conditional","none","yes","BNC"
"BNC-232","A3CZFTXS9EQSY3","learn",2,"conditional","none","yes","BNC"
"BNC-232","AYH6G17Q8FY3B","learn",3,"conditional","none","yes","BNC"
"BNC-232","A32QJF67JMJFKX","learn",3,"conditional","none","yes","BNC"
"BNC-232","A1945USNZHTROX","learn",3,"conditional","none","yes","BNC"
"BNC-232","A150GMV1YQWWB3","learn",3,"conditional","none","yes","BNC"
"BNC-232","A21KGSK2BDVWOA","learn",3,"conditional","none","yes","BNC"
"BNC-232","A36SM7QM8OK3H6","learn",3,"conditional","none","yes","BNC"
"BNC-232","A1GZOEMTN2KYDA","learn",-1,"conditional","none","yes","BNC"
"BNC-232","A5EU1AQJNC7F2","learn",3,"conditional","none","yes","BNC"
"BNC-2325","A240OTT1T85UGT","know",0,"question","none","yes","BNC"
"BNC-2325","A27XYQJLE8D39R","know",3,"question","none","yes","BNC"
"BNC-2325","A3POD149IG0DIW","know",3,"question","none","yes","BNC"
"BNC-2325","ARJJKTGF3RDCO","know",3,"question","none","yes","BNC"
"BNC-2325","A19IWME4DCIU1H","know",3,"question","none","yes","BNC"
"BNC-2325","A1NM7ZPZ3NH412","know",3,"question","none","yes","BNC"
"BNC-2325","A2JOHICL072IY3","know",1,"question","none","yes","BNC"
"BNC-2325","A125KW9P18V5Z1","know",-2,"question","none","yes","BNC"
"BNC-2325","A3UEJQ4EJB9DBD","know",3,"question","none","yes","BNC"
"BNC-233","A1MJVTR0PCKBWW","learn",3,"conditional","none","yes","BNC"
"BNC-233","A2BA9Y6VGW6WS1","learn",3,"conditional","none","yes","BNC"
"BNC-233","A2JP9IKRHNLRPI","learn",3,"conditional","none","yes","BNC"
"BNC-233","A4J4GGMKJ68L0","learn",3,"conditional","none","yes","BNC"
"BNC-233","A18LPAFMK1B06K","learn",3,"conditional","none","yes","BNC"
"BNC-233","A32QJF67JMJFKX","learn",3,"conditional","none","yes","BNC"
"BNC-233","A2GAQZAZWV01PU","learn",2,"conditional","none","yes","BNC"
"BNC-233","A1NM7ZPZ3NH412","learn",3,"conditional","none","yes","BNC"
"BNC-2330","A2541C8MY0BYV3","know",0,"question","none","yes","BNC"
"BNC-2330","A3VVR8NR3ED04C","know",2,"question","none","yes","BNC"
"BNC-2330","A25YG9M911WA3T","know",2,"question","none","yes","BNC"
"BNC-2330","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-2330","A2W3I2GBGDB637","know",-2,"question","none","yes","BNC"
"BNC-2330","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2330","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2330","A1MJVTR0PCKBWW","know",3,"question","none","yes","BNC"
"BNC-2332","A1MJVTR0PCKBWW","know",3,"question","none","yes","BNC"
"BNC-2332","AR1IWBDA7MC86","know",3,"question","none","yes","BNC"
"BNC-2332","A1GXFMAC759VRM","know",1,"question","none","yes","BNC"
"BNC-2332","A2W3I2GBGDB637","know",3,"question","none","yes","BNC"
"BNC-2332","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2332","A3609GDWR2JCCA","know",3,"question","none","yes","BNC"
"BNC-2332","A25YG9M911WA3T","know",2,"question","none","yes","BNC"
"BNC-2332","A150GMV1YQWWB3","know",1,"question","none","yes","BNC"
"BNC-2337","A5TI9UQEPLNWI","know",3,"question","none","yes","BNC"
"BNC-2337","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2337","A5EU1AQJNC7F2","know",3,"question","none","yes","BNC"
"BNC-2337","A2OVX9UW5WANQE","know",3,"question","none","yes","BNC"
"BNC-2337","A18LPAFMK1B06K","know",2,"question","none","yes","BNC"
"BNC-2337","A16SAB417Y96G4","know",0,"question","none","yes","BNC"
"BNC-2337","A39Q4SNT7SRK94","know",1,"question","none","yes","BNC"
"BNC-2337","A1NM7ZPZ3NH412","know",3,"question","none","yes","BNC"
"BNC-2338","AFN5VMMGYPF1I","know",2,"question","none","yes","BNC"
"BNC-2338","A4J4GGMKJ68L0","know",3,"question","none","yes","BNC"
"BNC-2338","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2338","A3GPTSDDHJ2DBV","know",1,"question","none","yes","BNC"
"BNC-2338","A25YG9M911WA3T","know",2,"question","none","yes","BNC"
"BNC-2338","A2541C8MY0BYV3","know",2,"question","none","yes","BNC"
"BNC-2338","A55CXM7QR7R0N","know",3,"question","none","yes","BNC"
"BNC-2338","A36SM7QM8OK3H6","know",2,"question","none","yes","BNC"
"BNC-2338","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-2340","A36SM7QM8OK3H6","know",2,"question","none","yes","BNC"
"BNC-2340","A25YG9M911WA3T","know",3,"question","none","yes","BNC"
"BNC-2340","A2SENAPNSXG9L","know",3,"question","none","yes","BNC"
"BNC-2340","A1NM7ZPZ3NH412","know",3,"question","none","yes","BNC"
"BNC-2340","A3PIAHR6PGXZNT","know",3,"question","none","yes","BNC"
"BNC-2340","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2340","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-2340","AFN5VMMGYPF1I","know",2,"question","none","yes","BNC"
"BNC-236","A25YG9M911WA3T","mean",0,"conditional","none","no","BNC"
"BNC-236","A2W3I2GBGDB637","mean",2,"conditional","none","no","BNC"
"BNC-236","A36SM7QM8OK3H6","mean",1,"conditional","none","no","BNC"
"BNC-236","A1MJVTR0PCKBWW","mean",1,"conditional","none","no","BNC"
"BNC-236","A3VVR8NR3ED04C","mean",1,"conditional","none","no","BNC"
"BNC-236","A2541C8MY0BYV3","mean",1,"conditional","none","no","BNC"
"BNC-236","A1945USNZHTROX","mean",3,"conditional","none","no","BNC"
"BNC-236","A1GXFMAC759VRM","mean",2,"conditional","none","no","BNC"
"BNC-237","A36SM7QM8OK3H6","mean",0,"conditional","none","no","BNC"
"BNC-237","A3L2UB07EZJAMD","mean",1,"conditional","none","no","BNC"
"BNC-237","A2EOOF9D135HQ1","mean",1,"conditional","none","no","BNC"
"BNC-237","A1MJVTR0PCKBWW","mean",3,"conditional","none","no","BNC"
"BNC-237","A150GMV1YQWWB3","mean",1,"conditional","none","no","BNC"
"BNC-237","A1GXFMAC759VRM","mean",0,"conditional","none","no","BNC"
"BNC-237","A33NK36A94Y75Y","mean",-2,"conditional","none","no","BNC"
"BNC-237","AZIY6IFOS4CVC","mean",3,"conditional","none","no","BNC"
"BNC-237","A25YG9M911WA3T","mean",0,"conditional","none","no","BNC"
"BNC-2375","AX06ZUCRNSGB3","know",3,"question","none","yes","BNC"
"BNC-2375","AOTF48KUV9KWM","know",3,"question","none","yes","BNC"
"BNC-2375","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2375","A3OXSIR9YH1FT6","know",3,"question","none","yes","BNC"
"BNC-2375","AR1IWBDA7MC86","know",3,"question","none","yes","BNC"
"BNC-2375","AFN5VMMGYPF1I","know",3,"question","none","yes","BNC"
"BNC-2375","A3E9A9O3CLMEW","know",3,"question","none","yes","BNC"
"BNC-2375","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2378","AR1IWBDA7MC86","know",3,"question","none","yes","BNC"
"BNC-2378","A1A1A9UHNQCI9Y","know",3,"question","none","yes","BNC"
"BNC-2378","A1F9KLZGHE9DTA","know",3,"question","none","yes","BNC"
"BNC-2378","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2378","A125KW9P18V5Z1","know",3,"question","none","yes","BNC"
"BNC-2378","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2378","A5EU1AQJNC7F2","know",2,"question","none","yes","BNC"
"BNC-2378","A1NM7ZPZ3NH412","know",3,"question","none","yes","BNC"
"BNC-2388","A1MJVTR0PCKBWW","know",0,"question","none","yes","BNC"
"BNC-2388","AZIY6IFOS4CVC","know",1,"question","none","yes","BNC"
"BNC-2388","A3L2UB07EZJAMD","know",3,"question","none","yes","BNC"
"BNC-2388","A33NK36A94Y75Y","know",2,"question","none","yes","BNC"
"BNC-2388","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2388","A150GMV1YQWWB3","know",0,"question","none","yes","BNC"
"BNC-2388","A2EOOF9D135HQ1","know",0,"question","none","yes","BNC"
"BNC-2388","A25YG9M911WA3T","know",3,"question","none","yes","BNC"
"BNC-2388","A1GXFMAC759VRM","know",1,"question","none","yes","BNC"
"BNC-2394","A2541C8MY0BYV3","know",0,"question","none","yes","BNC"
"BNC-2394","A110KENBXU7SUJ","know",0,"question","none","yes","BNC"
"BNC-2394","AFN5VMMGYPF1I","know",0,"question","none","yes","BNC"
"BNC-2394","A3FPXLLF0B8CIC","know",0,"question","none","yes","BNC"
"BNC-2394","A1GXFMAC759VRM","know",0,"question","none","yes","BNC"
"BNC-2394","AC5UD8N187QD6","know",-2,"question","none","yes","BNC"
"BNC-2394","A36SM7QM8OK3H6","know",0,"question","none","yes","BNC"
"BNC-2394","A3GPTSDDHJ2DBV","know",0,"question","none","yes","BNC"
"BNC-2397","A3GPTSDDHJ2DBV","know",2,"question","none","yes","BNC"
"BNC-2397","A3GZYWA9S6J0K9","know",3,"question","none","yes","BNC"
"BNC-2397","A25YG9M911WA3T","know",3,"question","none","yes","BNC"
"BNC-2397","A36SM7QM8OK3H6","know",3,"question","none","yes","BNC"
"BNC-2397","A24LC97AU3QC7G","know",2,"question","none","yes","BNC"
"BNC-2397","A3VVR8NR3ED04C","know",3,"question","none","yes","BNC"
"BNC-2397","A28SYXQL3YOKVL","know",3,"question","none","yes","BNC"
"BNC-2397","A1GXFMAC759VRM","know",3,"question","none","yes","BNC"
"BNC-2397","A1945USNZHTROX","know",3,"question","none","yes","BNC"
"BNC-2414","A36SM7QM8OK3H6","learn",3,"question","none","yes","BNC"
"BNC-2414","AFN5VMMGYPF1I","learn",0,"question","none","yes","BNC"
"BNC-2414","A1F9KLZGHE9DTA","learn",3,"question","none","yes","BNC"
"BNC-2414","A1945USNZHTROX","learn",3,"question","none","yes","BNC"
"BNC-2414","A12R2U6TBB3OOG","learn",3,"question","none","yes","BNC"
"BNC-2414","A1GXFMAC759VRM","learn",3,"question","none","yes","BNC"
"BNC-2414","A2NA2OJT15COZY","learn",2,"question","none","yes","BNC"
"BNC-2414","A25YG9M911WA3T","learn",2,"question","none","yes","BNC"
"BNC-2414","A125KW9P18V5Z1","learn",2,"question","none","yes","BNC"
"BNC-2416","A125KW9P18V5Z1","learn",3,"question","none","yes","BNC"
"BNC-2416","A1GXFMAC759VRM","learn",3,"question","none","yes","BNC"
"BNC-2416","AFHRMJIHMGLDE","learn",3,"question","none","yes","BNC"
"BNC-2416","A2EOOF9D135HQ1","learn",3,"question","none","yes","BNC"
"BNC-2416","A36SM7QM8OK3H6","learn",3,"question","none","yes","BNC"
"BNC-2416","AKLV0WIZZ356X","learn",3,"question","none","yes","BNC"
"BNC-2416","A1MJVTR0PCKBWW","learn",2,"question","none","yes","BNC"
"BNC-2416","A24LC97AU3QC7G","learn",3,"question","none","yes","BNC"
"BNC-2427","A3RVYJNYREMTAH","mean",0,"question","none","no","BNC"
"BNC-2427","A1R6ZLM9V362F7","mean",0,"question","none","no","BNC"
"BNC-2427","A3CF8ULBSE8MTL","mean",3,"question","none","no","BNC"
"BNC-2427","A34VY22YEREOOI","mean",0,"question","none","no","BNC"
"BNC-2427","A1X94LTZZQMHTP","mean",1,"question","none","no","BNC"
"BNC-2427","A36SM7QM8OK3H6","mean",0,"question","none","no","BNC"
"BNC-2427","A35C12CR628WKD","mean",0,"question","none","no","BNC"
"BNC-2427","A3GPTSDDHJ2DBV","mean",0,"question","none","no","BNC"
"BNC-2428","A1X258MWJFEMTW","mean",-1,"question","none","no","BNC"
"BNC-2428","A17PAQSQ74L915","mean",3,"question","none","no","BNC"
"BNC-2428","A27MJOV91GA8R3","mean",2,"question","none","no","BNC"
