"case","fold","factive","embedding","n_ratings","lpd_factivity","lpd_environment","elpd_difference"
802,2,"no","question",8,-10.1995888967836,-9.72665065542504,0.472938241358598
804,2,"no","question",10,-13.1157222850922,-12.8060043943074,0.309717890784851
809,2,"no","question",11,-19.7388513675293,-18.8618645494863,0.876986818043015
812,2,"no","question",12,-17.9282506203973,-17.3152985282845,0.61295209211282
820,2,"no","question",12,-15.4110706115588,-15.0013570899629,0.409713521595851
821,2,"no","question",8,-13.0483577212148,-12.718067686382,0.330290034832776
830,2,"yes","question",10,-18.7733964211812,-19.3702379878474,-0.596841566666182
839,2,"no","question",12,-18.0941865465656,-17.5148929865591,0.579293560006523
842,2,"no","question",9,-13.5342790915503,-13.3222034742909,0.212075617259421
845,2,"no","question",10,-17.372321299851,-17.2968407851326,0.0754805147184214
849,2,"yes","question",11,-15.7978236409943,-16.5453580904036,-0.747534449409292
866,2,"no","negation",10,-13.1227673846935,-12.7963296836012,0.326437701092244
869,2,"no","negation",9,-14.8548915988683,-14.6019103325919,0.252981266276395
875,2,"no","negation",8,-12.5341828139488,-12.3657698830682,0.168412930880672
878,2,"no","negation",9,-13.1182710837575,-12.8670437105699,0.251227373187632
880,2,"no","negation",9,-9.07430683440327,-8.71676900407555,0.357537830327724
883,2,"yes","negation",18,-32.2782969026472,-32.2608628510328,0.0174340516144156
886,2,"no","negation",15,-30.5551385978227,-30.9687286736336,-0.413590075810966
893,2,"no","negation",15,-28.9159179748926,-28.6903455726355,0.225572402257111
901,2,"no","negation",15,-31.3970144253562,-31.7644578780105,-0.367443452654229
903,2,"no","negation",15,-29.3389277338334,-29.2580321392421,0.0808955945913326
916,2,"no","negation",15,-27.3341332628341,-26.6927064363766,0.641426826457458
917,2,"no","negation",18,-32.2868554933129,-32.7099668061383,-0.423111312825426
924,2,"no","negation",15,-25.6290318096915,-25.6621415509004,-0.0331097412089143
926,2,"no","modal",15,-23.6068741492263,-23.8278648129834,-0.220990663757021
929,2,"no","question",16,-25.2875385503101,-25.0369180504444,0.250620499865764
932,2,"no","negation",18,-33.2694045738734,-33.3265762063938,-0.0571716325204434
942,2,"no","negation",16,-24.4702742121729,-24.3093818529665,0.160892359206311
943,2,"no","negation",15,-31.4385057478268,-31.6837643759669,-0.245258628140025
945,2,"no","negation",18,-37.1915690495525,-37.555702040472,-0.364132990919472
947,2,"no","modal",18,-42.579931345541,-42.8435162326118,-0.263584887070849
954,2,"no","conditional",15,-23.4536569060327,-23.4132099013509,0.0404470046818126
955,2,"yes","modal",16,-19.1695260178914,-18.596251522156,0.573274495735415
962,2,"yes","negation",15,-27.2871805750315,-27.252490623559,0.0346899514724051
972,2,"no","negation",16,-31.36745238673,-31.5568428537787,-0.189390467048746
980,2,"no","negation",16,-34.4274397671597,-34.8910087466845,-0.463568979524844
4,3,"no","modal",8,-14.7025497731501,-14.5294598387998,0.173089934350324
6,3,"no","conditional",8,-14.3717027969142,-14.210993783465,0.160709013449203
7,3,"yes","modal",9,-13.9503611673787,-13.1818051325331,0.768556034845691
19,3,"no","conditional",8,-13.2823900829222,-14.1553170028931,-0.872926919970944
24,3,"no","modal",8,-14.1683902768437,-13.3383200606865,0.830070216157223
27,3,"no","modal",9,-17.4750746396316,-16.8121846852085,0.662889954423072
39,3,"no","modal",9,-18.5152802903111,-18.2127924328402,0.302487857470961
40,3,"no","modal",9,-19.8344338453775,-19.4211162506842,0.413317594693332
53,3,"no","negation",9,-20.5034729702781,-20.6606849995391,-0.157212029260958
57,3,"no","negation",8,-16.0277736780352,-16.3878326744989,-0.360058996463707
60,3,"no","negation",8,-12.9853570938392,-12.5995689936531,0.385788100186096
76,3,"no","negation",8,-15.1031310794647,-15.3979451339036,-0.294814054438909
81,3,"no","negation",8,-16.9145410326911,-17.0400569779194,-0.12551594522829
92,3,"yes","conditional",8,-9.92892047806751,-9.39314556507687,0.535774912990648
102,3,"yes","negation",12,-20.3705911047515,-20.5289743334878,-0.158383228736309
104,3,"yes","negation",8,-16.493228712135,-16.3307734346816,0.162455277453343
107,3,"yes","negation",8,-11.1334164555381,-11.7034114411447,-0.569994985606613
111,3,"yes","negation",9,-13.9400909064521,-14.4717506463644,-0.531659739912387
112,3,"yes","negation",8,-14.6328472247224,-14.859835719432,-0.226988494709532
113,3,"yes","negation",8,-14.7028488414819,-15.1706609541167,-0.467812112634775
115,3,"yes","negation",9,-10.375807885015,-11.2196186567322,-0.843810771717177
117,3,"yes","negation",9,-14.7018845030886,-15.326511799561,-0.624627296472383
118,3,"yes","conditional",8,-13.8017841502778,-13.4381146964307,0.36366945384707
121,3,"yes","negation",9,-19.7942752920289,-19.9928699034859,-0.198594611456986
130,3,"no","negation",8,-9.43987293940572,-8.83943224388767,0.600440695518049
132,3,"no","negation",9,-15.4172418868087,-14.9298447008314,0.487397185977311
133,3,"yes","conditional",8,-14.4050479851629,-14.2577371036455,0.147310881517472
135,3,"no","negation",9,-12.7128840366312,-12.1817557970636,0.5311282395676
141,3,"yes","negation",9,-10.2659437322508,-10.265055093949,0.00088863830177921
155,3,"yes","negation",8,-12.1812092704511,-12.1441208086544,0.0370884617967207
158,3,"yes","negation",9,-9.90766403406374,-10.0280174463164,-0.120353412252616
166,3,"yes","negation",9,-18.718536008315,-18.8422364165608,-0.12370040824581
171,3,"no","negation",9,-18.4230294533873,-18.3830850070315,0.0399444463557579
178,3,"no","negation",9,-15.7848617374143,-17.1970720800493,-1.41221034263501
185,3,"no","negation",8,-13.5080139088618,-12.6921687856756,0.815845123186243
192,3,"no","negation",8,-13.2158630143816,-13.1383355920301,0.0775274223514977
198,3,"no","negation",9,-13.863418865847,-13.846765077385,0.0166537884620421
201,3,"no","negation",9,-21.8201265141753,-22.4080108918841,-0.587884377708875
210,3,"no","negation",8,-14.1980237403314,-14.3964100688268,-0.198386328495351
216,3,"no","negation",8,-17.3612027553094,-18.1017726613925,-0.740569906083159
223,3,"no","negation",9,-14.0904718644034,-14.2847981713629,-0.194326306959409
227,3,"no","negation",8,-19.4100567236835,-19.3509415307945,0.0591151928890596
228,3,"no","negation",9,-16.7620276160637,-16.9389875634857,-0.176959947422009
245,3,"no","negation",9,-22.5616995313908,-22.4130384839915,0.148661047399344
246,3,"no","negation",8,-16.2931789848037,-16.1203477959838,0.172831188819906
250,3,"no","negation",9,-9.66837263155895,-9.37631410850187,0.292058523057078
254,3,"yes","negation",8,-6.4863123419223,-7.12627745984442,-0.639965117922124
267,3,"yes","question",8,-4.40415756534135,-4.07570924730688,0.328448318034465
269,3,"no","question",8,-15.282987617303,-15.2324597336148,0.0505278836881953
270,3,"no","question",8,-12.6940884709783,-12.572603086042,0.121485384936351
276,3,"yes","question",8,-12.9647574940779,-12.4956850460188,0.469072448059091
280,3,"yes","conditional",8,-4.66828307592882,-4.38784659702889,0.280436478899931
290,3,"yes","question",9,-15.0154421047107,-14.8456950376976,0.169747067013072
292,3,"yes","question",9,-8.31111886533243,-7.5650386491891,0.746080216143332
295,3,"no","question",8,-12.2383766305902,-11.8881725058839,0.350204124706318
300,3,"no","question",9,-13.3912400096805,-13.1265333236757,0.264706686004821
305,3,"yes","question",9,-14.6031455168737,-14.1415970965286,0.461548420345126
310,3,"no","conditional",8,-15.9926423960987,-15.6704124166334,0.322229979465273
311,3,"no","question",9,-13.2836989356594,-14.1055648785934,-0.82186594293398
320,3,"no","question",13,-21.8546179866291,-22.1164874489607,-0.261869462331589
322,3,"no","question",10,-21.5211316325516,-21.7196297242826,-0.198498091730965
328,3,"yes","conditional",8,-10.374006668704,-10.436085909688,-0.0620792409840067
332,3,"no","question",9,-16.0312904258212,-15.7974193121547,0.233871113666471
333,3,"no","question",8,-17.5842970815456,-17.3560545227927,0.228242558752886
347,3,"no","conditional",9,-7.73005253589432,-7.72086741128054,0.0091851246137864
359,3,"no","conditional",8,-15.979818127644,-15.8254533226245,0.154364805019513
362,3,"no","conditional",8,-13.9148475590798,-14.1315222494575,-0.216674690377726
363,3,"no","conditional",8,-12.4713365192732,-12.3430063782078,0.128330141065415
369,3,"no","conditional",8,-15.0996751958555,-15.0136911379438,0.0859840579117535
373,3,"no","conditional",8,-17.3242240370548,-18.2556271164924,-0.931403079437562
380,3,"no","conditional",11,-16.2534907301287,-15.8293322000235,0.42415853010519
382,3,"no","conditional",10,-19.3887948813535,-18.7262830180286,0.662511863324884
384,3,"no","conditional",12,-22.1745753274367,-21.5301279723604,0.644447355076359
388,3,"no","conditional",8,-13.6277451194385,-13.2629238751752,0.364821244263297
395,3,"no","conditional",9,-20.4645582347075,-19.9233379618064,0.54122027290115
398,3,"no","modal",9,-19.5605477559092,-19.5610462983891,-0.000498542479849817
404,3,"no","modal",10,-13.8395112563072,-13.7462122308442,0.093299025463061
407,3,"no","modal",10,-13.6013424567018,-13.4672944381712,0.134048018530562
408,3,"no","modal",9,-15.778081400318,-15.2674879906475,0.5105934096705
420,3,"no","modal",9,-17.6614675494977,-17.5283921708996,0.133075378598118
428,3,"yes","modal",8,-13.0315725888896,-13.4358484132849,-0.404275824395345
432,3,"yes","modal",12,-19.6537464169239,-19.2861059655641,0.367640451359765
434,3,"yes","conditional",9,-8.11199474726854,-8.37171408038183,-0.25971933311329
441,3,"no","modal",8,-12.4003912363297,-12.0159800684516,0.384411167878181
445,3,"no","modal",8,-14.9835866613486,-14.4902111937509,0.493375467597733
446,3,"no","modal",9,-13.3613338364201,-13.0445199620968,0.316813874323325
451,3,"yes","modal",8,-2.2634449825088,-1.35674886563555,0.906696116873251
467,3,"no","negation",9,-11.1778440755276,-10.7918894427491,0.385954632778436
469,3,"no","negation",10,-17.3404755849994,-17.1944559287235,0.146019656275897
478,3,"no","negation",8,-12.7457541899721,-12.6375545556316,0.108199634340465
480,3,"no","negation",8,-8.80420956931443,-8.53529748126726,0.268912088047173
481,3,"yes","negation",9,-12.69788878092,-13.3527972102359,-0.654908429315883
485,3,"no","conditional",10,-15.8871882252967,-15.7847827053887,0.102405519907947
495,3,"yes","negation",8,-17.4889809167015,-17.395337068673,0.0936438480285489
497,3,"no","negation",11,-21.90745981121,-21.7825304737813,0.124929337428743
514,3,"no","negation",10,-12.556794137598,-12.2521207537887,0.304673383809234
517,3,"no","negation",8,-17.1899312311763,-18.2583445235384,-1.06841329236207
523,3,"no","negation",10,-10.714843778112,-10.3968592544415,0.317984523670535
524,3,"no","negation",11,-19.3653864087022,-19.0680844751517,0.297301933550475
529,3,"no","question",8,-14.8866751831942,-14.3668272896912,0.519847893503011
532,3,"no","negation",8,-8.54792281663303,-8.23751895713784,0.310403859495189
538,3,"no","negation",11,-10.5550794563908,-10.1891111625505,0.365968293840274
543,3,"yes","negation",9,-16.5325723711107,-16.1867616900905,0.345810681020197
544,3,"no","negation",8,-13.7514246121336,-13.5548492897466,0.196575322387067
552,3,"no","negation",10,-14.4876337498543,-14.2325710256549,0.255062724199364
561,3,"no","negation",10,-13.1521033564326,-12.9000198236465,0.252083532786125
562,3,"no","negation",10,-13.3658681240531,-13.0947740047917,0.271094119261392
565,3,"no","negation",8,-12.737452425734,-12.5701908869005,0.167261538833515
566,3,"no","negation",8,-11.314959365671,-11.0821861994296,0.232773166241405
570,3,"no","conditional",11,-16.3727006417527,-16.9167946517498,-0.544094009997124
575,3,"no","negation",8,-19.4867341927011,-19.6353709338905,-0.148636741189375
579,3,"no","negation",9,-12.6407883420594,-12.4830710651838,0.157717276875614
583,3,"no","negation",11,-13.1401092659635,-12.85222244445,0.287886821513506
593,3,"no","negation",8,-13.5091176023469,-13.3210171869987,0.188100415348201
596,3,"no","negation",8,-10.0683101650121,-9.84000790079458,0.228302264217554
601,3,"no","modal",10,-18.3407827063904,-17.2101095281523,1.13067317823811
618,3,"yes","negation",11,-20.766516626357,-20.4153113444473,0.351205281909721
624,3,"yes","negation",10,-12.3803765680802,-12.1562869605795,0.224089607500606
639,3,"yes","negation",8,-14.5024455935396,-14.1736348565062,0.328810737033383
643,3,"no","modal",8,-14.4001724613532,-14.4661223372303,-0.0659498758771022
645,3,"no","negation",10,-10.3950099274997,-9.7554233600934,0.639586567406292
651,3,"yes","negation",9,-10.1548961608616,-11.2878030077388,-1.13290684687723
665,3,"no","modal",8,-13.7263877586094,-13.2009948648297,0.525392893779753
666,3,"no","negation",8,-11.1357545877217,-10.8916285199535,0.244126067768228
668,3,"no","negation",10,-13.2336073112698,-13.0989298985778,0.134677412691929
669,3,"no","negation",12,-24.4890538184445,-25.6185358321279,-1.12948201368334
670,3,"yes","negation",9,-15.5705447566932,-15.841403191015,-0.270858434321873
678,3,"no","negation",8,-16.1632782939115,-16.1890854887768,-0.0258071948653438
679,3,"no","negation",10,-13.8010490930784,-13.541289528654,0.259759564424426
689,3,"no","negation",9,-13.4081951843126,-13.1644400456681,0.243755138644486
690,3,"no","negation",8,-13.2016919784755,-13.06063168404,0.141060294435444
691,3,"no","negation",11,-10.4885584047833,-10.1684397129353,0.320118691847989
692,3,"no","negation",10,-19.2866603558803,-18.8228265604006,0.463833795479683
696,3,"no","negation",10,-21.703113598931,-21.7647174016362,-0.0616038027051786
702,3,"no","negation",8,-8.64073884385255,-8.38463697812703,0.256101865725517
704,3,"yes","negation",10,-20.4844003492611,-20.5259749401278,-0.0415745908667802
705,3,"no","negation",10,-14.0795345525418,-13.859147246196,0.220387306345826
710,3,"no","negation",11,-19.1250099200064,-19.1084063991799,0.0166035208265143
713,3,"no","negation",9,-13.0721997343447,-12.8433528528336,0.228846881511082
715,3,"yes","negation",11,-20.8296573949562,-20.5626064461674,0.267050948788839
721,3,"no","negation",10,-19.6537294973287,-19.9735342142916,-0.319804716962896
723,3,"no","negation",8,-12.3382086664783,-12.2962705180619,0.0419381484164134
729,3,"no","negation",11,-19.7942012401027,-19.0432180113284,0.750983228774366
733,3,"no","negation",8,-14.7110614879244,-14.8155232316077,-0.104461743683308
735,3,"no","negation",12,-13.4199174648719,-13.1209231059959,0.298994358876
739,3,"no","negation",9,-13.8838524694844,-13.7708493273142,0.113003142170157
744,3,"yes","negation",11,-20.6301333685082,-20.3048812669615,0.325252101546702
746,3,"no","negation",9,-18.3108390332452,-17.5664576973066,0.744381335938627
748,3,"no","negation",10,-12.2082854883401,-11.9331535898347,0.275131898505363
763,3,"yes","negation",10,-13.5561225151575,-14.1939885084792,-0.637865993321705
764,3,"no","negation",10,-13.6614584139429,-13.4380379340678,0.223420479875136
765,3,"yes","negation",8,-15.5227762254479,-15.2100551205937,0.312721104854194
769,3,"no","negation",11,-24.4661839982612,-25.3882831850153,-0.922099186754053
772,3,"no","question",9,-11.5119713428337,-10.9962525850035,0.515718757830198
776,3,"no","question",11,-15.9845789675917,-15.319800269972,0.664778697619671
777,3,"no","question",11,-14.7005792533796,-14.1839394465763,0.516639806803267
780,3,"yes","question",8,-13.7194241601544,-13.0755548067763,0.643869353378079
785,3,"no","question",8,-12.7810578212875,-12.1145821709742,0.66647565031332
798,3,"no","question",12,-17.8795177928281,-17.6763596459278,0.203158146900286
799,3,"yes","question",9,-12.7300748765678,-12.7084075252149,0.0216673513529493
806,3,"no","question",9,-15.8991704866521,-16.0573098421299,-0.158139355477791
814,3,"no","question",9,-15.3992388573742,-14.9691806741118,0.430058183262382
817,3,"no","question",10,-13.794960464711,-13.2157900723554,0.579170392355593
819,3,"no","question",8,-12.5722083612587,-11.9583273225804,0.61388103867829
837,3,"no","question",11,-15.3522442722418,-14.7057584392398,0.646485833002028
841,3,"no","question",11,-15.2383406668568,-14.7561046806905,0.482235986166348
844,3,"no","question",10,-14.7281537209275,-14.1425478328314,0.585605888096154
846,3,"no","question",8,-12.1306765936641,-11.7152057857859,0.415470807878185
850,3,"yes","question",9,-13.0377319264195,-13.6579421568841,-0.620210230464608
864,3,"no","negation",11,-19.2975575653124,-18.7213493039008,0.576208261411644
868,3,"no","negation",8,-11.801831015632,-11.5808747147055,0.220956300926517
870,3,"yes","negation",12,-20.5018564656946,-20.1342258034506,0.367630662244046
882,3,"no","negation",11,-19.1502967505498,-18.9232763211752,0.227020429374583
890,3,"no","negation",18,-30.2626389921136,-30.6765034418832,-0.413864449769655
892,3,"no","negation",15,-30.0714598708454,-30.1995226731408,-0.128062802295357
894,3,"no","negation",15,-26.7063002200322,-26.3387458577456,0.367554362286544
900,3,"no","modal",15,-25.9909535220978,-26.0774749903252,-0.0865214682273887
904,3,"no","modal",15,-25.1139762799261,-25.0275095881376,0.0864666917884733
909,3,"no","negation",15,-23.7518522485216,-23.6692352252948,0.0826170232268311
912,3,"no","modal",15,-31.9334393219608,-31.7549530814737,0.1784862404871
923,3,"no","negation",18,-28.7821666805918,-28.6645693735695,0.117597307022233
927,3,"no","question",15,-16.8367213342074,-18.8741983561222,-2.03747702191484
928,3,"no","modal",18,-31.9813731579783,-31.5849942288423,0.39637892913596
931,3,"no","conditional",18,-33.9051597123538,-33.886446941253,0.0187127711008443
934,3,"no","negation",18,-39.5971874219102,-40.3399643550806,-0.742776933170376
935,3,"yes","modal",18,-27.409542802439,-27.2815193450979,0.128023457341111
937,3,"no","negation",18,-29.9524345333631,-29.6284407198563,0.323993813506782
944,3,"yes","modal",15,-26.3367271629536,-26.6443229389072,-0.307595775953558
950,3,"no","question",15,-22.4868049063219,-22.4041548193878,0.0826500869341373
960,3,"yes","negation",18,-32.5680887437062,-31.3233654376122,1.24472330609404
965,3,"no","negation",15,-28.000322505284,-27.7465339347463,0.253788570537669
967,3,"no","negation",15,-22.5938780986292,-22.3994195961134,0.194458502515733
973,3,"no","negation",16,-31.9501079633746,-31.5687405551738,0.381367408200759
977,3,"no","negation",15,-23.4334958439128,-23.1860873448072,0.247408499105632
978,3,"yes","negation",16,-25.7099893199982,-26.0606041521125,-0.350614832114278
979,3,"no","negation",17,-36.6220373691882,-36.3449231813485,0.277114187839707
982,3,"no","negation",15,-33.7069175139687,-34.4163404774572,-0.709422963488514
2,4,"no","modal",8,-13.8407789989868,-13.4813867115945,0.359392287392241
5,4,"no","conditional",9,-16.4394059673082,-16.2632383666183,0.176167600689951
9,4,"no","modal",9,-20.7417450648339,-20.9002718838166,-0.158526818982697
12,4,"no","modal",8,-12.4917503818615,-12.464913771892,0.0268366099695658
15,4,"no","modal",8,-20.6221297184909,-21.1624971608462,-0.54036744235534
28,4,"no","conditional",9,-16.9951985945482,-16.8329334654953,0.162265129052876
29,4,"no","modal",8,-15.9082619127328,-14.9623827773612,0.945879135371646
31,4,"no","modal",8,-18.3158737559458,-18.2455314582573,0.0703422976885442
42,4,"no","modal",9,-16.5209210759143,-15.4071298979886,1.11379117792569
44,4,"yes","conditional",8,-14.9628738414614,-15.3676999750506,-0.404826133589136
49,4,"no","negation",8,-15.1415926244864,-14.806145221924,0.335447402562481
50,4,"no","negation",8,-8.10007398448228,-7.71997859753952,0.380095386942765
51,4,"no","negation",8,-16.2343192140391,-16.3201497055202,-0.0858304914810581
58,4,"no","negation",9,-14.7162685682489,-14.4351404944597,0.281128073789265
64,4,"no","negation",9,-17.113103291714,-16.7577143204984,0.35538897121555
65,4,"yes","conditional",8,-11.7175178603849,-11.349353980131,0.368163880253846
68,4,"yes","negation",10,-15.0412146867295,-14.6028540938984,0.438360592831064
69,4,"yes","negation",8,-5.7210889214231,-6.0602981127613,-0.339209191338199
79,4,"no","negation",8,-8.85873981338872,-10.259053176519,-1.40031336313023
83,4,"no","negation",8,-14.80831084329,-15.3763879597517,-0.568077116461792
89,4,"no","negation",9,-18.9276188798965,-19.1471373315977,-0.219518451701209
91,4,"no","negation",9,-16.8344931122844,-16.6987975569272,0.135695555357259
94,4,"yes","negation",8,-6.22882741597772,-7.39163991612077,-1.16281250014305
95,4,"no","conditional",8,-13.3966129975872,-13.699978697286,-0.303365699698853
96,4,"yes","negation",8,-14.551099873279,-14.7164709519213,-0.165371078642382
99,4,"yes","negation",9,-15.4040229221326,-15.6176222943121,-0.213599372179495
100,4,"yes","negation",8,-13.3257323068613,-13.7216672912616,-0.395934984400208
108,4,"yes","negation",8,-11.5889786590611,-12.3591093249809,-0.770130665919783
123,4,"yes","negation",9,-18.6345570924753,-18.449068721715,0.185488370760332
124,4,"yes","negation",8,-7.74532759930187,-8.35321115920992,-0.607883559908049
129,4,"no","negation",8,-16.049314676382,-15.8662790493192,0.183035627062791
136,4,"no","negation",9,-16.6050057234475,-16.4924020488028,0.112603674644721
137,4,"no","negation",8,-9.17287816447152,-8.65469256985212,0.518185594619395
144,4,"yes","negation",8,-8.03277152150307,-8.13270008579866,-0.09992856429559
165,4,"yes","negation",8,-13.3716236932476,-13.6069507680612,-0.235327074813599
170,4,"yes","negation",8,-17.49916185691,-16.5653963042365,0.933765552673567
172,4,"no","negation",8,-13.8539979194665,-12.8631526076585,0.990845311808046
173,4,"no","negation",9,-14.8026033012454,-14.9931615631698,-0.190558261924357
180,4,"no","negation",8,-15.3317342691218,-14.9765169665494,0.355217302572397
186,4,"no","negation",9,-19.6553803149403,-19.9655203904633,-0.310140075523002
191,4,"no","negation",8,-16.2609889433024,-16.2215379710453,0.0394509722570895
203,4,"no","negation",8,-8.55790421240309,-10.0412839820623,-1.48337976965924
206,4,"no","negation",9,-8.95978062724255,-10.5431563109216,-1.58337568367903
207,4,"no","negation",8,-4.01054844661533,-6.62779523663443,-2.6172467900191
212,4,"no","negation",8,-15.4717643317665,-15.2037921760141,0.267972155752428
225,4,"no","negation",8,-12.2135077292058,-11.8714495781774,0.342058151028345
235,4,"no","negation",8,-17.618305246081,-17.7094672806755,-0.0911620345944897
237,4,"no","negation",8,-16.8131664221995,-17.2856286952208,-0.472462273021222
241,4,"no","negation",8,-14.6913049535204,-15.6385736855927,-0.947268732072267
249,4,"no","negation",12,-24.5624918544132,-24.4989017722856,0.0635900821275577
251,4,"no","negation",8,-18.8588381181506,-19.3922876391197,-0.533449520969096
253,4,"yes","negation",9,-13.025278479569,-13.3205298918802,-0.295251412311272
259,4,"no","question",9,-14.2388972313344,-14.1628052133129,0.0760920180215283
266,4,"yes","question",9,-12.0353144087043,-11.9620209253462,0.0732934833580892
271,4,"no","question",9,-13.9688517058699,-13.7827014520159,0.186150253853919
275,4,"no","question",8,-17.9259633053261,-17.7412232481375,0.184740057188581
277,4,"yes","question",8,-10.9440925278076,-11.578027319091,-0.633934791283382
288,4,"yes","question",8,-4.25549608159492,-3.32627287620428,0.929223205390637
289,4,"yes","question",8,-6.17596508054294,-5.30044309135002,0.875521989192915
291,4,"yes","question",8,-11.1376152794395,-12.0095754171539,-0.871960137714364
299,4,"no","question",9,-14.7826602130906,-14.3347906629019,0.447869550188702
312,4,"no","question",8,-15.7170661697043,-15.8758110674843,-0.158744897780027
315,4,"no","question",10,-16.1506543218493,-16.1096965639489,0.0409577579004647
319,4,"no","question",9,-13.2354109954497,-12.8982098856486,0.337201109801049
323,4,"no","question",8,-10.1283893066654,-10.0769674233706,0.0514218832948092
324,4,"yes","question",9,-15.7160227278816,-15.6503701185292,0.0656526093523446
325,4,"no","question",9,-15.1186107404356,-15.343972295761,-0.225361555325374
331,4,"no","question",8,-10.2544718227778,-11.2497182743444,-0.99524645156654
335,4,"no","question",9,-14.4312556072252,-14.2725837966928,0.158671810532438
338,4,"no","conditional",9,-10.1163818490735,-10.0367146100932,0.0796672389802886
343,4,"no","conditional",11,-17.0501552895657,-16.7062262597521,0.343929029813616
358,4,"no","conditional",8,-16.9171634006961,-17.0574085171991,-0.140245116503031
365,4,"no","conditional",9,-19.2919893508559,-19.5357040508865,-0.243714700030672
366,4,"no","conditional",8,-16.8489951692356,-16.7204351800523,0.128559989183234
367,4,"no","conditional",9,-11.5426211878368,-11.3315196003203,0.211101587516577
371,4,"no","conditional",9,-15.1329469554386,-15.0704162967285,0.0625306587101129
379,4,"no","conditional",8,-12.1441070392762,-11.6537721178263,0.490334921449886
385,4,"no","conditional",8,-13.2671860869876,-12.9964556369832,0.270730450004397
390,4,"no","conditional",8,-15.0135104507445,-14.2980186208622,0.715491829882346
394,4,"no","conditional",8,-11.1234043346766,-13.099980617071,-1.97657628239447
397,4,"no","modal",8,-12.759357400466,-12.4988028777357,0.260554522730267
400,4,"no","conditional",9,-12.4924700487982,-12.1160090723353,0.376460976462885
402,4,"no","modal",8,-11.135215569581,-11.435381365371,-0.300165795790063
403,4,"no","modal",10,-18.4597870079156,-18.3561424737377,0.103644534177882
410,4,"no","modal",8,-14.0470344264548,-14.3952314926745,-0.348197066219729
411,4,"yes","modal",8,-14.8104748385924,-14.7272044844889,0.0832703541034672
415,4,"yes","modal",8,-11.864218594138,-12.4012504767937,-0.537031882655702
426,4,"no","modal",8,-14.6271254677096,-15.8366735920792,-1.20954812436956
431,4,"yes","modal",9,-11.3533857030431,-10.6341899635589,0.719195739484272
440,4,"no","modal",8,-12.4060308686368,-12.0879970469662,0.318033821670561
444,4,"no","modal",8,-11.8679851730919,-11.5479750440569,0.320010129035017
450,4,"yes","modal",8,-9.7852228493569,-9.8104956581517,-0.0252728087948046
454,4,"yes","modal",9,-10.6311439052745,-10.0188051049721,0.612338800302393
459,4,"no","modal",10,-17.5608927325258,-17.2334475101916,0.327445222334205
464,4,"no","negation",8,-15.1646299522051,-15.0354756856591,0.12915426654604
465,4,"no","negation",9,-11.1755585788671,-10.8439026759777,0.331655902889395
466,4,"yes","negation",11,-18.7153090919035,-18.2837118691379,0.431597222765614
471,4,"yes","negation",8,-13.1477463705517,-12.7974595254214,0.350286845130324
477,4,"no","negation",10,-17.0343305597726,-16.9811289548602,0.0532016049124451
482,4,"yes","negation",8,-9.46683718151399,-9.58946466921835,-0.12262748770436
489,4,"no","negation",11,-12.5443544511374,-12.2116012975712,0.332753153566191
490,4,"no","negation",10,-12.4558040752747,-12.1397575338676,0.316046541407045
500,4,"no","negation",10,-13.842043317471,-13.6254597759572,0.216583541513831
502,4,"no","negation",9,-12.375266384913,-12.0663160390834,0.308950345829635
505,4,"no","negation",9,-14.4312313842004,-14.1617005353515,0.269530848848838
511,4,"no","negation",8,-15.0922136612362,-14.8849444773837,0.207269183852555
518,4,"yes","conditional",11,-16.2303219245872,-16.5783941318594,-0.348072207272249
526,4,"yes","negation",11,-19.6211505960275,-19.2483519453314,0.372798650696108
530,4,"no","negation",9,-9.87054121138042,-9.55249024260244,0.318050968777978
536,4,"yes","negation",8,-13.6840144844265,-13.628317946584,0.0556965378424756
537,4,"no","negation",12,-14.3488009107728,-14.0325751150237,0.316225795749061
541,4,"no","negation",10,-13.2681582041083,-12.9479782480703,0.320179956037942
542,4,"no","negation",10,-11.0761048249822,-10.7388376308125,0.337267194169605
545,4,"no","negation",11,-12.6126513709815,-12.3664632373159,0.246188133665671
546,4,"no","negation",8,-10.2483299380362,-9.95742413772504,0.29090580031118
547,4,"no","negation",8,-13.7882418265455,-13.6165380810378,0.171703745507676
568,4,"no","negation",11,-20.9532022485087,-20.8123214660287,0.140880782479989
582,4,"no","negation",8,-9.12304589739426,-8.86899190842593,0.254053988968332
586,4,"yes","negation",10,-19.1631758779312,-18.8751140174777,0.288061860453471
595,4,"no","negation",11,-18.1310181890658,-17.9586968213507,0.172321367715124
600,4,"no","negation",11,-23.277476031425,-24.8511560209679,-1.57367998954295
603,4,"no","negation",11,-12.8901429055122,-12.5353263177591,0.354816587753151
611,4,"no","negation",12,-23.2630368119432,-23.0570901713749,0.205946640568303
612,4,"yes","negation",10,-18.1094937633077,-18.6430752066559,-0.533581443348218
615,4,"yes","negation",8,-13.9387419009684,-13.638245855328,0.300496045640374
620,4,"no","negation",10,-18.4170281102424,-18.3376476430554,0.0793804671870078
626,4,"no","negation",8,-13.5058083521112,-13.4641382760943,0.0416700760169224
628,4,"no","negation",8,-8.92618606315819,-8.59910074603999,0.327085317118204
635,4,"no","negation",8,-12.7505407127429,-12.6485092739079,0.102031438835049
640,4,"no","negation",10,-19.570195830737,-19.2702620987091,0.299933732027863
