sentence_id,sentence_text,wh_word,wh_lemma,wh_pos,wh_feats,wh_position,gap_position,gap_word,gap_lemma,gap_pos,linear_distance,deprel,deprel_subtype,enhanced_deps,num_enhanced_deps,intervening_clauses,direction
549,And It's Not Hard To Do.... IF You Know HOW.,HOW,how,ADV,PronType=Int,12,11,Know,know,VERB,1,advmod,NONE,11:advmod,1,0,backward
561,But the news of the Arakan rebels is just the tip of the iceberg when it comes to growing concern in New Delhi over the security of the Andaman Islands.,when,when,ADV,PronType=Int,15,17,comes,come,VERB,2,advmod,NONE,17:advmod,1,0,forward
563,"It has also become an arms depot of the Liberation Tigers of Tamil Eelam (LTTE), who operate almost freely in the Andaman Sea.",who,who,PRON,PronType=Rel,19,20,operate,operate,VERB,1,nsubj,NONE,11:ref,1,0,forward
564,"Information pointing in this direction came to light after the December 26 tsunami, which took a heavy toll on the Andamans.",which,which,PRON,PronType=Rel,15,16,took,take,VERB,1,nsubj,NONE,13:ref,1,0,forward
565,"Correspondents who flocked in to cover the tsunami found they also had another story - the miserable security situation surrounding the Indian navy's Far Eastern Naval Command, now being established along with India's ""blue water navy"".",who,who,PRON,PronType=Rel,2,3,flocked,flock,VERB,1,nsubj,NONE,1:ref,1,0,forward
568,"While the Indian army has become rock-solid in the western front, and has developed the capability of withstanding any Pakistani adventure in that sector, it has become highly vulnerable in its eastern sector, where its enemy is not a national army but a multitude of secessionist, terrorist and drug-running militants operating between Southeast Asia and northeastern India through Bangladesh.",where,where,ADV,PronType=Rel,39,46,army,army,NOUN,7,advmod,NONE,37:ref,1,0,forward
569,"The Andaman Sea is a major conduit for this traffic, and the 572 large and small islands that constitute the Andaman and Nicobar group are a natural transit base.",that,that,PRON,PronType=Rel,19,20,constitute,constitute,VERB,1,nsubj,NONE,18:ref,1,0,forward
571,"Since the ""Sea Tigers"" of the LTTE, better known as the Tamil Tigers, are the ones who rule the Andaman Sea: they carry the arms and drugs for their own use and also to deliver to rebels in Aceh and all along the east coast of Africa.",who,who,PRON,PronType=Rel,21,22,rule,rule,VERB,1,nsubj,NONE,20:ref,1,0,forward
577,"A large number of them are Bangladeshis, who like millions of their countrymen have left their densely populated homeland to settle elsewhere.",who,who,PRON,PronType=Rel,9,16,left,leave,VERB,7,nsubj,NONE,7:ref,1,0,forward
582,"Considering the islands' huge strategic importance, it is amazing how lax New Delhi has been.",how,how,ADV,PronType=Int,12,13,lax,lax,ADJ,1,advmod,NONE,13:advmod,1,0,forward
583,"These islands sit aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.",which,which,PRON,PronType=Rel,16,22,pass,pass,VERB,6,obl,NONE,11:ref,1,0,forward
592,"This formidable enemy, which gave the Indian army a black eye in the mid-1980s, has been operating in northeastern India and in the Andaman Sea for a long time.",which,which,PRON,PronType=Rel,5,6,gave,give,VERB,1,nsubj,NONE,3:ref,1,0,forward
612,The real threat to the Andaman Islands is the steady building-up of ports and conduits that serve the Tamil Tigers and a host of less-strong militant groups.,that,that,PRON,PronType=Rel,18,19,serve,serve,VERB,1,nsubj,NONE,15:ref,1,0,forward
617,"A pattern of arrests and seizures indicate that arms are brought by the LTTE from Laos, Cambodia and Thailand into Chittagong, from where they are transported northward by land to Bhutan.",where,where,ADV,PronType=Rel,25,28,transported,transport,VERB,3,obl,NONE,22:ref,1,0,forward
622,"The Ten Degree Channel divides the Andamans, which are the larger and more heavily populated northern islands, from the 20 or so Nicobar Islands in the south.",which,which,PRON,PronType=Rel,9,18,islands,island,NOUN,9,nsubj,NONE,7:ref,1,0,forward
623,"On South Andaman, the most heavily populated island, is Port Blair, which is the capital and the only large town in the entire archipelago.",which,which,PRON,PronType=Rel,15,18,capital,capital,NOUN,3,nsubj,NONE,13:ref,1,0,forward
628,Islamabad accuses New Delhi of using its consulates in Kandahar and Jalalabad to train Balochi insurgents who are active in Pakistani Balochistan.,who,who,PRON,PronType=Rel,17,19,active,active,ADJ,2,nsubj,NONE,16:ref,1,0,forward
640,"Since September 11, Pakistan has been repeatedly accused by Afghan and Western leaders of harbouring Taliban extremists who had pledged to disrupt the elections, but at the highest level the US has avoided criticising President Pervaiz Musharraf on the grounds that he is helping the US catch Al Qaeda elements inside Pakistan.",who,who,PRON,PronType=Rel,19,21,pledged,pledge,VERB,2,nsubj,NONE,18:ref,1,0,forward
641,"That changed on September 22 when President George W. Bush, Musharraf and Karzai held a three way meeting in New York on the sidelines of the UN General Assembly.",when,when,ADV,PronType=Int,6,15,held,hold,VERB,9,advmod,NONE,15:advmod,1,0,forward
642,The meeting was pushed together by the CIA and the US Defence Department who were desperately anxious to secure a peaceful election in Afghanistan and the non-interference of alleged Pakistani backed Taliban.,who,who,PRON,PronType=Rel,14,17,anxious,anxious,ADJ,3,nsubj,NONE,8:ref,1,0,forward
648,"‘’It was the first time that Bush totally focused on the Taliban threat rather than Al Qaeda with the Pakistanis,’’ says a Western diplomat.",that,that,PRON,PronType=Rel,7,10,focused,focus,VERB,3,obl:unmarked,unmarked,6:ref,1,0,forward
655,However Pakistani officials insist that the decision was unconnected to the tripartite meeting.,However,however,ADV,_,1,4,insist,insist,VERB,3,advmod,NONE,4:advmod,1,0,forward
657,However there were visible signs of a crackdown on the Pakistan side.,However,however,ADV,_,1,3,were,be,VERB,2,advmod,NONE,3:advmod,1,0,forward
658,"‘’Pakistan now has a large force deployed in Baluchistan which was not there before,’’ says Lt. General David Barno.",which,which,PRON,PronType=Rel,11,14,there,there,ADV,3,nsubj,NONE,7:ref,1,0,forward
660,Also several days before the elections Pakistan closed the border crossing point at Chaman in Baluchistan which is a key entry point for the Taliban into Afghanistan.,which,which,PRON,PronType=Rel,17,22,point,point,NOUN,5,nsubj,NONE,12:ref,1,0,forward
661,However US military officers say regular army officers - many of them Pashtun - leading units of the Frontier Corps who are on the border remain deeply sympathetic to the Taliban and the mullahs of the JUI.,However,however,ADV,_,1,5,say,say,VERB,4,advmod,NONE,5:advmod,1,0,forward
661,However US military officers say regular army officers - many of them Pashtun - leading units of the Frontier Corps who are on the border remain deeply sympathetic to the Taliban and the mullahs of the JUI.,who,who,PRON,PronType=Rel,21,25,border,border,NOUN,4,nsubj,NONE,16:ref,1,0,forward
662,At the same time the US remains oblivious of the serious problems and political fallout which the army is facing in its operations in Waziristan.,which,which,PRON,PronType=Rel,16,20,facing,face,VERB,4,obj,NONE,12:ref,1,0,forward
667,"Moreover there are now major covert attempts under way to try and bring back to Kabul leading Taliban commanders, who have been living quietly in Pakistan and have taken no part in the Taliban insurgency.",who,who,PRON,PronType=Rel,21,24,living,live,VERB,3,nsubj,NONE,19:ref,1,0,forward
668,"With the Taliban failure to disrupt the Afghan elections, the militants are even more isolated from the mainstream Taliban who want to return home.",who,who,PRON,PronType=Rel,21,22,want,want,VERB,1,nsubj,NONE,20:ref,1,0,forward
675,Islamabad accuses New Delhi of using its consulates in Kandahar and Jalalabad to train Balochi insurgents who are active in Pakistani Balochistan.,who,who,PRON,PronType=Rel,17,19,active,active,ADJ,2,nsubj,NONE,16:ref,1,0,forward
682,"In a major regional shift reflecting the newly strengthened position of Karzai, Iran, Russia and India which have traditionally backed the Tajik dominated former Northern Alliance made strenuous efforts to convince presidential candidate Younis Qanooni to strike a deal with Karzai before the elections and not to oppose Karzai.",which,which,PRON,PronType=Rel,19,22,backed,back,VERB,3,nsubj,NONE,14:ref,1,0,forward
685,However since the elections Iranian influence has proved critical in convincing the Hazara Shia candidate Mohammed Mohaqeq to accept the results of the elections and later convincing Qanooni to do the same.,However,however,ADV,_,1,8,proved,prove,VERB,7,advmod,NONE,8:advmod,1,0,forward
687,However powerful hardliners in Tehran may be trying to undermine that strategy and a new issue is likely to deepen the rift with the moderates.,However,however,ADV,_,1,8,trying,try,VERB,7,advmod,NONE,8:advmod,1,0,forward
689,"The enhanced US presence in western Afghanistan was only made possible after the ousting of Ismail Khan, the warlord and Governor of Herat province last month, who was a close ally of Iranian hardliners.",who,who,PRON,PronType=Rel,29,33,ally,ally,NOUN,4,nsubj,NONE,14:ref,1,0,forward
693,However General Barno insists the US presence poses no threat to Iran.,However,however,ADV,_,1,4,insists,insist,VERB,3,advmod,NONE,4:advmod,1,0,forward
697,"So far what they have done together has been good for us and that’s how we would like to keep it’’, says Karzai.",what,what,PRON,PronType=Rel,3,10,good,good,ADJ,7,nsubj,NONE,6:obj;10:nsubj,2,1,forward
697,"So far what they have done together has been good for us and that’s how we would like to keep it’’, says Karzai.",how,how,ADV,PronType=Rel,16,10,good,good,ADJ,6,conj,NONE,10:conj:and;21:xcomp,2,0,backward
704,The debate that a handful of Texas multi-millionnaires close to the Bush family have cleverly manufactured over John Kerry's war record is absurd in every way.,that,that,PRON,PronType=Rel,3,16,manufactured,manufacture,VERB,13,obj,NONE,2:ref,1,0,forward
705,The charges that they have put some vets up to making against Kerry are false and can be demonstrated by the historical record to be false .,that,that,PRON,PronType=Rel,3,11,making,make,VERB,8,obj,NONE,2:ref,1,2,forward
709,The true absurdity of the entire situation is easily appreciated when we consider that George W. Bush never showed any bravery at all at any point in his life.,when,when,ADV,PronType=Int,11,13,consider,consider,VERB,2,advmod,NONE,13:advmod,1,0,forward
712,"(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it.",that,that,PRON,PronType=Rel,11,12,caused,cause,VERB,1,nsubj,NONE,5:ref,1,0,forward
716,What was Bush doing with his youth?,What,what,PRON,PronType=Int,1,4,doing,do,VERB,3,obj,NONE,4:obj,1,0,forward
727,"His delight in killing people became a campaign issue in 2000 when he seemed, in one debate, to enjoy the prospect of executing wrong-doers a little too much.",when,when,ADV,PronType=Int,12,14,seemed,seem,VERB,2,advmod,NONE,14:advmod,1,0,forward
731,"Even for those who later abstain, ""visual-spatial abilities, abstraction, problem solving , and short-term memory, are the slowest to recover.""",who,who,PRON,PronType=Rel,4,6,abstain,abstain,VERB,2,nsubj,NONE,3:ref,1,0,forward
732,"That he managed to get on the wagon (though with that pretzel incident, you wonder how firmly) is laudable.",how,how,ADV,PronType=Int,18,19,firmly,firmly,ADV,1,advmod,NONE,19:advmod,1,0,forward
737,"This little-noted interview with Blount's nephew Murph Archibald, which appeared on National Public Radio's ""All Things Considered on March 30, 2004, gives a devastating insight into what it was like to have to suffer through Bush in that period.",which,which,PRON,PronType=Rel,13,14,appeared,appear,VERB,1,nsubj,NONE,5:ref,1,0,forward
737,"This little-noted interview with Blount's nephew Murph Archibald, which appeared on National Public Radio's ""All Things Considered on March 30, 2004, gives a devastating insight into what it was like to have to suffer through Bush in that period.",what,what,PRON,PronType=Int,35,33,insight,insight,NOUN,2,acl,NONE,33:acl,1,1,backward
740,"For weeks, reporters scoured Alabama in search of pilots or anyone who might have remembered seeing Mr. Bush at the time he was serving in the National Guard there.",who,who,PRON,PronType=Rel,13,16,remembered,remember,VERB,3,nsubj,NONE,12:ref,1,0,forward
741,"There is one place in Alabama where Mr. Bush was present nearly every day: the headquarters in Montgomery of US Senate candidate Winton ""Red"" Blount.",where,where,ADV,PronType=Rel,7,11,present,present,ADJ,4,advmod,NONE,4:ref,1,0,forward
761,"But throughout Alabama, there were Republicans and Democrats who wanted to help Red Blount.",who,who,PRON,PronType=Rel,10,11,wanted,want,VERB,1,nsubj,NONE,7:ref,1,0,forward
762,It was the young Texan's job to find out what each county leader needed in the way of campaign supplies and get those supplies to them.,what,what,PRON,PronType=Int,11,15,needed,need,VERB,4,obj,NONE,15:obj,1,0,forward
763,"Groom says this job helped Mr. Bush understand how even in a statewide Senate campaign, politics are local.",how,how,ADV,PronType=Int,9,19,local,local,ADJ,10,advmod,NONE,19:advmod,1,0,forward
770,My overall impression was that he didn't seem as interested in the campaign as the other people who were working at the state headquarters.,who,who,PRON,PronType=Rel,19,21,working,work,VERB,2,nsubj,NONE,18:ref,1,0,forward
775,"In fact, when I broached the subject with him, he simply changed the subject.",when,when,ADV,PronType=Int,4,6,broached,broach,VERB,2,advmod,NONE,6:advmod,1,0,forward
780,"In fact, he left the house he rented in such disrepair--with damage to the walls and a chandelier destroyed--that the Montgomery family who owned it still grumble about the unpaid repair bill.",who,who,PRON,PronType=Rel,28,29,owned,own,VERB,1,nsubj,NONE,27:ref,1,0,forward
785,GOODWYN: Archibald says the frequency with which Mr. Bush discussed the subject was off-putting to him.,which,which,PRON,PronType=Rel,8,11,discussed,discuss,VERB,3,obl,NONE,6:ref,1,0,forward
789,"GOODWYN: According to Archibald, Mr. Bush would also sometimes tell stories about his days at Yale in New Haven, and how whenever he got pulled over for erratic driving, he was let go after the officers discovered he was the grandson of a Connecticut US senator.",how,how,ADV,PronType=Int,24,36,let,let,VERB,12,advmod,NONE,36:advmod,1,1,forward
789,"GOODWYN: According to Archibald, Mr. Bush would also sometimes tell stories about his days at Yale in New Haven, and how whenever he got pulled over for erratic driving, he was let go after the officers discovered he was the grandson of a Connecticut US senator.",whenever,whenever,ADV,PronType=Rel,25,36,let,let,VERB,11,advmod,NONE,28:advmod;36:advmod,2,1,forward
790,"Archibald, a middle-class Alabama boy--who, by the way, is now a registered Democrat--didn't like that story.",who,who,PRON,PronType=Rel,10,20,Democrat,Democrat,PROPN,10,nsubj,NONE,8:ref,1,0,forward
791,"Mr. ARCHIBALD: He told us whenever he was stopped, as soon as the law enforcement found out that he was the grandson of Prescott Bush, they would let him go.",whenever,whenever,ADV,PronType=Rel,7,31,let,let,VERB,24,advmod,NONE,10:advmod;31:advmod,2,5,forward
798,It should not be left in the hands of a man who spent his life like this.,who,who,PRON,PronType=Rel,12,13,spent,spend,VERB,1,nsubj,NONE,11:ref,1,0,forward
799,When the cities are on fire with the burning flesh of men,When,when,ADV,PronType=Int,1,6,fire,fire,NOUN,5,advmod,NONE,6:advmod,1,0,forward
816,"But air traffic controllers in Baghdad have no record of the flights, which supposedly took off between July 2004 and July 2005.",which,which,PRON,PronType=Rel,14,16,took,take,VERB,2,nsubj,NONE,12:ref,1,0,forward
821,This year a newspaper claimed two UK firms were involved in a deal in which thousands of guns for Iraqi forces were re-routed to al-Qaeda.,which,which,PRON,PronType=Rel,15,23,re-routed,re-route,VERB,8,obl,NONE,13:ref,1,0,forward
824,"But then, even to talk of an ""administration"" may be misdirection at this point, given how little representative government means in the United States these days, and how much of ""national security"" has been privatized into a global gangland of drugs and guns.",how,how,ADV,PronType=Int,20,21,little,little,ADJ,1,advmod,NONE,21:advmod,1,0,forward
824,"But then, even to talk of an ""administration"" may be misdirection at this point, given how little representative government means in the United States these days, and how much of ""national security"" has been privatized into a global gangland of drugs and guns.",how,how,ADV,PronType=Int,33,34,much,much,ADJ,1,advmod,NONE,34:advmod,1,0,forward
825,"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms don't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature.",that,that,PRON,PronType=Rel,8,12,lost,lose,VERB,4,nsubj:pass,pass,3:ref,1,0,forward
825,"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms don't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature.",when,when,ADV,PronType=Int,28,31,contracts,contract,VERB,3,advmod,NONE,31:advmod,1,0,forward
826,"But Bout's name isn't likely to be mentioned in whatever coverage this story receives, before it sinks like so many others beneath the media's frothing triviality.",whatever,whatever,DET,PronType=Rel,12,13,coverage,coverage,NOUN,1,det,NONE,13:det,1,0,forward
833,"An altar cloth was draped over her half-naked body, which was posed as if she had been sexually assaulted.",which,which,PRON,PronType=Rel,13,15,posed,pose,VERB,2,nsubj:pass,pass,11:ref,1,0,forward
834,"""It was about how he could humiliate her the most,"" prosecutor Dean Mandros said in closing arguments.",how,how,ADV,PronType=Int,5,8,humiliate,humiliate,VERB,3,advmod,NONE,8:advmod,1,0,forward
836,"After the sentencing one of Robinson's tearful supporters ""turned to Claudia Vercellotti, a local leader of the Survivors Network for Those Abused by Priests [SNAP], who had helped reopen the case, and told her, 'I hope you rot in hell!'""",who,who,PRON,PronType=Rel,32,34,helped,help,VERB,2,nsubj,NONE,13:ref,1,0,forward
838,"More than ever, police and prosecutors have the tools and the will to go after horrific crimes, even when the defendants are seemingly powerful individuals or institutions .",when,when,ADV,PronType=Int,21,27,individuals,individual,NOUN,6,advmod,NONE,27:advmod,1,0,forward
839,"When victims and witnesses stay silent, nothing changes.",When,when,ADV,PronType=Int,1,5,stay,stay,VERB,4,advmod,NONE,5:advmod,1,0,forward
840,"When victims and witnesses speak up, at least sometimes a child is protected, the truth is exposed, and justice is done.",When,when,ADV,PronType=Int,1,5,speak,speak,VERB,4,advmod,NONE,5:advmod,1,0,forward
843,"Dekalb County Police Chief Louis Graham...the man who reopened the investigations last year, is mysteriously stepping down.",who,who,PRON,PronType=Rel,10,11,reopened,reopen,VERB,1,nsubj,NONE,9:ref,1,0,forward
844,"And of all the people who the county is getting to find a replacement...is none other than Lee Brown, the original supervisor of the Atlanta PD, who was in office during the murders and the subsequent investigation.",who,who,PRON,PronType=Rel,6,10,getting,get,VERB,4,obj,NONE,5:ref,1,0,forward
844,"And of all the people who the county is getting to find a replacement...is none other than Lee Brown, the original supervisor of the Atlanta PD, who was in office during the murders and the subsequent investigation.",who,who,PRON,PronType=Rel,31,34,office,office,NOUN,3,nsubj,NONE,25:ref,1,0,forward
850,That's still the domain of those who don't.,who,who,PRON,PronType=Rel,8,9,do,do,VERB,1,nsubj,NONE,7:ref,1,0,forward
857,"Now, FLDS leader Warren Jeffs has been added to the FBI's list of ""Ten Most Wanted Fugitives,"" a move that caps law enforcement's dramatic change of approach toward the polygamous group in recent years...[because of] the impact that the group's practices, law enforcement officials say, are having on the most vulnerable within the sect, particularly children and women.",that,that,PRON,PronType=Rel,25,26,caps,cap,VERB,1,nsubj,NONE,24:ref,1,0,forward
857,"Now, FLDS leader Warren Jeffs has been added to the FBI's list of ""Ten Most Wanted Fugitives,"" a move that caps law enforcement's dramatic change of approach toward the polygamous group in recent years...[because of] the impact that the group's practices, law enforcement officials say, are having on the most vulnerable within the sect, particularly children and women.",that,that,PRON,PronType=Rel,48,60,having,have,VERB,12,obj,NONE,47:ref,1,0,forward
858,"When the FLDS under Mr. Jeffs (and his father before him) grew to some 10,000 followers in several southwestern communities with estimated assets of $110 million; when it became clear that government officials, school authorities, and police in those communities had become intertwined with the sect; when ex-members increasingly reported child and sexual abuse charges (mainly involving underage girls forced to marry older men); and when the sect began to use secluded compounds, state and federal authorities started to crack down more vigorously.",When,when,ADV,PronType=Int,1,14,grew,grow,VERB,13,advmod,NONE,14:advmod,1,0,forward
858,"When the FLDS under Mr. Jeffs (and his father before him) grew to some 10,000 followers in several southwestern communities with estimated assets of $110 million; when it became clear that government officials, school authorities, and police in those communities had become intertwined with the sect; when ex-members increasingly reported child and sexual abuse charges (mainly involving underage girls forced to marry older men); and when the sect began to use secluded compounds, state and federal authorities started to crack down more vigorously.",when,when,ADV,PronType=Int,31,33,became,become,VERB,2,advmod,NONE,33:advmod,1,0,forward
858,"When the FLDS under Mr. Jeffs (and his father before him) grew to some 10,000 followers in several southwestern communities with estimated assets of $110 million; when it became clear that government officials, school authorities, and police in those communities had become intertwined with the sect; when ex-members increasingly reported child and sexual abuse charges (mainly involving underage girls forced to marry older men); and when the sect began to use secluded compounds, state and federal authorities started to crack down more vigorously.",when,when,ADV,PronType=Int,54,57,reported,report,VERB,3,advmod,NONE,57:advmod,1,0,forward
858,"When the FLDS under Mr. Jeffs (and his father before him) grew to some 10,000 followers in several southwestern communities with estimated assets of $110 million; when it became clear that government officials, school authorities, and police in those communities had become intertwined with the sect; when ex-members increasingly reported child and sexual abuse charges (mainly involving underage girls forced to marry older men); and when the sect began to use secluded compounds, state and federal authorities started to crack down more vigorously.",when,when,ADV,PronType=Int,76,79,began,begin,VERB,3,advmod,NONE,79:advmod,1,0,forward
865,"""The black race is the people through which the devil has always been able to bring evil unto the earth,"" Jeffs has said as cited by the Southern Poverty Law Center's ""Intelligence Report.""",which,which,PRON,PronType=Rel,9,15,able,able,ADJ,6,obl,NONE,7:ref,1,0,forward
866,"An editorial in the church-owned Deseret Morning News in Salt Lake City earlier this year acknowledged that ""the state's history, a conservative belief in free choice, and an unwillingness to stir up a hornet's nest in the national media have likely all contributed to the kid-glove approach lawmakers and law-enforcement officers have taken when dealing with polygamous communities.""",when,when,ADV,PronType=Int,65,66,dealing,deal,VERB,1,advmod,NONE,66:advmod,1,0,forward
868,"Maybe I'm missing something here, but how, exactly, does one 'Loose' 200,000 AK47's?",how,how,ADV,PronType=Int,9,16,Loose,lose,VERB,7,advmod,NONE,16:advmod,1,0,forward
878,Funny how some things are squirelled away by well-meaning prosecutors...,how,how,ADV,PronType=Int,2,6,squirelled,squirrel,VERB,4,advmod,NONE,6:advmod,1,0,forward
880,I read of a case not long ago when some people were trying to get a polygamous judge taken off the bench for not obeying state law.,when,when,ADV,PronType=Int,9,13,trying,try,VERB,4,advmod,NONE,13:advmod,1,0,forward
881,Of course law enforcement has dragged it's feet when members are taking part in the activity themselves.,when,when,ADV,PronType=Int,9,12,taking,take,VERB,3,advmod,NONE,12:advmod,1,0,forward
882,Personally I don't give a damn what adults do to one another as long as there is no abuse invovled.,what,what,PRON,PronType=Int,8,10,do,do,VERB,2,obj,NONE,10:obj,1,0,forward
883,It is the marrying off of young girls to older men often close relatives that enfurates me.,that,that,PRON,PronType=Rel,15,16,enfurates,infuriate,VERB,1,nsubj,NONE,4:ref,1,0,forward
892,One member actually was convicted of beating his teen daughter unconcious when she ran away from 'marriage' to her father's own brother.,when,when,ADV,PronType=Int,12,14,ran,run,VERB,2,advmod,NONE,14:advmod,1,0,forward
898,What's a few dead soldiers in comparison to keeping all those defense contractors awash in all that tax cash?,What,what,PRON,PronType=Int,1,6,soldiers,soldier,NOUN,5,nsubj,NONE,6:nsubj,1,0,forward
910,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",where,where,ADV,PronType=Rel,17,19,lived,live,VERB,2,advmod,NONE,13:ref,1,0,forward
912,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",When,when,ADV,PronType=Int,1,3,invaded,invade,VERB,2,advmod,NONE,3:advmod,1,0,forward
912,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",where,where,ADV,PronType=Rel,35,38,raised,raise,VERB,3,advmod,NONE,19:ref,1,0,forward
912,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",who,who,PRON,PronType=Rel,41,45,supporters,supporter,NOUN,4,nsubj,NONE,40:ref,1,0,forward
913,"When they were 18 or 19, many of them decided to come back to Iraq and fill the ranks of the youngest Mujahedeen generation.",When,when,ADV,PronType=Int,1,4,18,18,NUM,3,advmod,NONE,4:advmod,1,0,forward
916,"Afshari, who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war, said that when the German government tried to absorb Mujahedeen children into their education system, the Mujahedeen refused.",who,who,PRON,PronType=Rel,3,5,posted,post,VERB,2,nsubj:pass,pass,1:ref,1,0,forward
916,"Afshari, who was posted in Germany and was responsible for receiving Mujahedeen children during the gulf war, said that when the German government tried to absorb Mujahedeen children into their education system, the Mujahedeen refused.",when,when,ADV,PronType=Int,22,26,tried,try,VERB,4,advmod,NONE,26:advmod,1,0,forward
920,Which may explain the pattern to their stories: a journey to self-empowerment and the enlightenment of self-sacrifice inspired by the light and wisdom of Maryam and Massoud.,Which,which,PRON,PronType=Rel,1,3,explain,explain,VERB,2,nsubj,NONE,3:nsubj,1,0,forward
922,"One has to wonder whether the bright fellows in our government and military who set up the deals with these people don't know what they are, don't care, or know perfectly well.",who,who,PRON,PronType=Rel,14,15,set,set,VERB,1,nsubj,NONE,8:ref,1,0,forward
922,"One has to wonder whether the bright fellows in our government and military who set up the deals with these people don't know what they are, don't care, or know perfectly well.",what,what,PRON,PronType=Int,25,24,know,know,VERB,1,ccomp,NONE,24:ccomp,1,0,backward
935,"But more and more, as metal evolves into a huge international music that belongs to everyone, it has gotten to be something weirder.",that,that,PRON,PronType=Rel,14,15,belongs,belong,VERB,1,nsubj,NONE,13:ref,1,0,forward
939,The people who carry out these underground arms/drugs/sex trafficking deals are trauma based mind controlled slaves.,who,who,PRON,PronType=Rel,3,4,carry,carry,VERB,1,nsubj,NONE,2:ref,1,0,forward
947,How are chants of death and suicide ... morality.,How,how,ADV,PronType=Int,1,9,morality,morality,NOUN,8,advmod,NONE,9:advmod,1,0,forward
949,"And were the Columbine killers acting out this ""real morality"" when they indescriminately murdered their classmates.",when,when,ADV,PronType=Int,13,16,murdered,murder,VERB,3,advmod,NONE,16:advmod,1,0,forward
955,I think the jury's still out on exactly who did the brainwashing when in regard to the Columbine killers.,who,who,PRON,PronType=Int,10,11,did,do,VERB,1,nsubj,NONE,11:nsubj,1,0,forward
955,I think the jury's still out on exactly who did the brainwashing when in regard to the Columbine killers.,when,when,ADV,PronType=Int,14,11,did,do,VERB,3,advmod,NONE,11:advmod,1,0,backward
956,"Perhaps we should look at the death metal phenomenon less as an invitation to violence than as a couter-cultural response to the over hypocrisy of a large percentage of the 'Church-Morality' crowd, which gives a lot of lip service to loving thy neighbor, but doesn't apply that love very far beyond their own congregation.",which,which,PRON,PronType=Rel,38,39,gives,give,VERB,1,nsubj,NONE,28:ref,1,0,forward
962,We're entering into some interesting and perhaps previously unexplored socio-political-spiritual territory here that may require further examination and serious introspection.,that,that,PRON,PronType=Rel,16,18,require,require,VERB,2,nsubj,NONE,14:ref,1,0,forward
972,"Here is a thought: When the appartently cognitively functional take actions that seem senseless and incompetent, it is a most certain sign that they have ulterior or hidden motives.",When,when,ADV,PronType=Int,6,11,take,take,VERB,5,advmod,NONE,11:advmod,1,0,forward
972,"Here is a thought: When the appartently cognitively functional take actions that seem senseless and incompetent, it is a most certain sign that they have ulterior or hidden motives.",that,that,PRON,PronType=Rel,13,14,seem,seem,VERB,1,nsubj,NONE,12:ref,1,0,forward
979,One man's relentless search for his missing son led him to uncover one of the most shocking crimes in post-war Italy - a tale of satanism and violence that has gripped the country for more than a year.,that,that,PRON,PronType=Rel,30,32,gripped,grip,VERB,2,nsubj,NONE,25:ref,1,0,forward
986,No one can contradict me when I say that heavy metal and satanism are closely linked,when,when,ADV,PronType=Int,6,8,say,say,VERB,2,advmod,NONE,8:advmod,1,0,forward
988,"It emerged that Chiara, the girl who disappeared with Fabio, had a collection of satanic literature and paraphernalia in her bedroom.",who,who,PRON,PronType=Rel,8,9,disappeared,disappear,VERB,1,nsubj,NONE,7:ref,1,0,forward
990,"""No one can contradict me when I say that heavy metal and satanism are closely linked.",when,when,ADV,PronType=Int,7,9,say,say,VERB,2,advmod,NONE,9:advmod,1,0,forward
999,"(I know, ignorant question) Then why call them, or any other phonies 'Christians', even if they themselves claim the appellation.",why,why,ADV,PronType=Int,9,10,call,call,VERB,1,advmod,NONE,10:advmod,1,0,forward
1002,So why even credit their claims?,why,why,ADV,PronType=Int,2,4,credit,credit,VERB,2,advmod,NONE,4:advmod,1,0,forward
1005,We need to be more 'rigorous' about how we perceive these people.,how,how,ADV,PronType=Int,10,12,perceive,perceive,VERB,2,advmod,NONE,12:advmod,1,0,forward
1006,"See them as they are, not for what they claim to be.",what,what,PRON,PronType=Rel,9,5,are,be,AUX,4,conj,NONE,1:obl:for;5:conj:not;11:xcomp,3,0,backward
